Genus	Scientific_name	AdultBodyMass_g	Sources_AdultBodyMass	Max_longevity_d	Sources_Max_longevity	Rspan_d	AFR_d	Data_AFR	Calculated_GL_d	GenerationLength_d	Sources_GL
Mesocapromys	Mesocapromys nanus	1341.22397161506	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	2954.6235111095	Mean_family_same_body_mass
Mesocapromys	Mesocapromys angelcabrerai	1533.20017865087	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	2954.6235111095	Mean_family_same_body_mass
Mesocapromys	Mesocapromys auritus	1533.20017865087	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	2954.6235111095	Mean_family_same_body_mass
Mesocapromys	Mesocapromys sanfelipensis	1533.20017865087	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	2954.6235111095	Mean_family_same_body_mass
Sphiggurus	Sphiggurus pruinosus	29.925	Smith et al. 2003	no information	no information	no information	no information	no information	no information	3021.565025	Mean_family
Sphiggurus	Sphiggurus vestitus	736	PanTHERIA	no information	no information	no information	no information	no information	no information	3021.565025	Mean_family
Sphiggurus	Sphiggurus spinosus	750.78	PanTHERIA	no information	no information	no information	no information	no information	no information	3021.565025	Mean_family
Echinoprocta	Echinoprocta rufescens	831.79	PanTHERIA	no information	no information	no information	no information	no information	no information	3021.565025	Mean_family
Sphiggurus	Sphiggurus insidiosus	998.32	PanTHERIA	no information	no information	no information	no information	no information	no information	3021.565025	Mean_family
Sphiggurus	Sphiggurus roosmalenorum	1166.43357142857	Mean_congenerics	no information	no information	no information	no information	no information	no information	3021.565025	Mean_family_same_body_mass
Sphiggurus	Sphiggurus ichillus	1166.43357142857	Mean_congenerics	no information	no information	no information	no information	no information	no information	3021.565025	Mean_family_same_body_mass
Chaetomys	Chaetomys subspinosus	1299.99	PanTHERIA	no information	no information	no information	no information	no information	no information	3021.565025	Mean_family_same_body_mass
Sphiggurus	Sphiggurus villosus	1750.01	PanTHERIA	no information	no information	no information	no information	no information	no information	3021.565025	Mean_family_same_body_mass
Sphiggurus	Sphiggurus melanurus	1900	PanTHERIA	no information	no information	no information	no information	no information	no information	3021.565025	Mean_family_same_body_mass
Sphiggurus	Sphiggurus mexicanus	2000	PanTHERIA	6095.5	AnAge	no information	no information	no information	no information	3021.565025	Mean_family_same_body_mass
Coendou	Coendou rothschildi	2000	PanTHERIA	no information	no information	no information	no information	no information	no information	3031.9718	Mean_congenerics_same_body_mass
Coendou	Coendou nycthemera	2999.98	PanTHERIA	no information	no information	no information	no information	no information	no information	3031.9718	Mean_congenerics_same_body_mass
Coendou	Coendou sanctamartae	3402.1675	Mean_congenerics	no information	no information	no information	no information	no information	no information	3031.9718	Mean_congenerics_same_body_mass
Coendou	Coendou quichua	3402.1675	Mean_congenerics	no information	no information	no information	no information	no information	no information	3031.9718	Mean_congenerics_same_body_mass
Coendou	Coendou bicolor	4492.49	PanTHERIA	no information	no information	no information	no information	no information	no information	3031.9718	Mean_congenerics_same_body_mass
Equus	Equus africanus	250000	Smith et al. 2003	no information	Carn_Ung	no information	no information	no information	no information	3041.7015611095	Mean_congenerics
Aotus	Aotus nigriceps	1057	PanTHERIA	no information	no information	no information	no information	no information	no information	3047.8376	Mean_congenerics
Aotus	Aotus nancymaae	791.03	PanTHERIA	no information	no information	no information	no information	no information	no information	3047.8376	Mean_congenerics_same_body_mass
Aotus	Aotus vociferans	872.99	PanTHERIA	8066.5	AnAge	no information	no information	no information	no information	3047.8376	Mean_congenerics_same_body_mass
Aotus	Aotus jorgehernandezi	889.745	Mean_congenerics	no information	no information	no information	no information	no information	no information	3047.8376	Mean_congenerics_same_body_mass
Aotus	Aotus zonalis	902.5	Encyclopedia of Life_(eol.org)	no information	no information	no information	no information	no information	no information	3047.8376	Mean_congenerics_same_body_mass
Aotus	Aotus azarae	929.57	PanTHERIA	10950	AnAge	no information	no information	no information	no information	3047.8376	Mean_congenerics_same_body_mass
Leontopithecus	Leontopithecus caissara	604.01	PanTHERIA	no information	no information	no information	no information	no information	no information	3078.3735	Mean_congenerics_same_body_mass
Leontopithecus	Leontopithecus chrysopygus	656.12	PanTHERIA	6533.5	AnAge	no information	no information	no information	no information	3078.3735	Mean_congenerics_same_body_mass
Eulemur	Eulemur macaco	2158.36545454545	Mean_congenerics	no information	no information	no information	no information	no information	no information	3206.29594444444	Mean_congenerics_same_body_mass
Eulemur	Eulemur cinereiceps	2250	Smith et al. 2003	no information	no information	no information	no information	no information	no information	3206.29594444444	Mean_congenerics_same_body_mass
Eulemur	Eulemur sanfordi	2394.03	PanTHERIA	no information	no information	no information	no information	no information	no information	3206.29594444444	Mean_congenerics_same_body_mass
Eulemur	Eulemur rufus	2394.62	PanTHERIA	no information	no information	no information	no information	no information	no information	3206.29594444444	Mean_congenerics_same_body_mass
Callicebus	Callicebus brunneus	850.84	PanTHERIA	no information	no information	no information	no information	no information	no information	3211.54375	Mean_congenerics_same_body_mass
Callicebus	Callicebus donacophilus	897.67	PanTHERIA	9125	AnAge	no information	no information	no information	no information	3211.54375	Mean_congenerics_same_body_mass
Callicebus	Callicebus dubius	992.4	PanTHERIA	no information	no information	no information	no information	no information	no information	3211.54375	Mean_congenerics_same_body_mass
Callicebus	Callicebus olallae	992.4	PanTHERIA	no information	no information	no information	no information	no information	no information	3211.54375	Mean_congenerics_same_body_mass
Callicebus	Callicebus modestus	992.4	PanTHERIA	no information	no information	no information	no information	no information	no information	3211.54375	Mean_congenerics_same_body_mass
Callicebus	Callicebus caligatus	992.4	PanTHERIA	no information	no information	no information	no information	no information	no information	3211.54375	Mean_congenerics_same_body_mass
Callicebus	Callicebus cinerascens	992.4	PanTHERIA	no information	no information	no information	no information	no information	no information	3211.54375	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus euryale	9.25	PanTHERIA	no information	no information	no information	821.25	no information	no information	3285	GMA
Rhinolophus	Rhinolophus blasii	10.29	PanTHERIA	no information	no information	no information	no information	no information	no information	3285	GMA
Rhinolophus	Rhinolophus mehelyi	14.03	PanTHERIA	no information	no information	no information	no information	no information	no information	3285	GMA
Hapalemur	Hapalemur occidentalis	1000	Smith et al. 2003	no information	no information	no information	no information	no information	no information	3285	GMA
Prolemur	Prolemur simus	2030.41	PanTHERIA	4380	PanTHERIA	no information	no information	no information	no information	3285	GMA
Pithecia	Pithecia albicans	2800.07	PanTHERIA	no information	no information	no information	no information	no information	no information	3285	GMA
Cercopithecus	Cercopithecus sclateri	3067.29	PanTHERIA	no information	no information	no information	no information	no information	no information	3285	GMA
Cercopithecus	Cercopithecus erythrotis	3254.98	PanTHERIA	no information	no information	no information	no information	no information	no information	3285	GMA
Cercopithecus	Cercopithecus erythrogaster	3444.88	PanTHERIA	8760	AnAge	no information	no information	no information	no information	3285	GMA
Procolobus	Procolobus verus	3977.86	PanTHERIA	no information	no information	no information	no information	no information	no information	3285	GMA
Cercopithecus	Cercopithecus preussi	5132.57	PanTHERIA	9490	AnAge	no information	no information	no information	no information	3285	GMA
Lophocebus	Lophocebus aterrimus	6510.37	PanTHERIA	9782	PanTHERIA	no information	no information	no information	no information	3285	GMA
Cercocebus	Cercocebus atys	6941.24	PanTHERIA	9782	PanTHERIA	no information	no information	no information	no information	3285	GMA
Macaca	Macaca thibetana	10593.06	PanTHERIA	9855	AnAge	no information	no information	no information	no information	3285	GMA
Hapalemur	Hapalemur meridionalis	935	Animal Diversity	no information	no information	no information	no information	no information	no information	3285	Mean_congenerics_same_body_mass
Hapalemur	Hapalemur aureus	1562.41	PanTHERIA	no information	no information	no information	no information	no information	no information	3285	Mean_congenerics_same_body_mass
