Genus	Scientific_name	AdultBodyMass_g	Sources_AdultBodyMass	Max_longevity_d	Sources_Max_longevity	Rspan_d	AFR_d	Data_AFR	Calculated_GL_d	GenerationLength_d	Sources_GL
Eptesicus	Eptesicus hottentotus	30.33	PanTHERIA	no information	no information	no information	no information	no information	no information	2400.9362	Mean_congenerics_same_body_mass
Callibella	Callibella humilis	167.5	Encyclopedia of Life_(eol.org)	no information	no information	no information	no information	no information	no information	2420.77358095238	Mean_family_same_body_mass
Saguinus	Saguinus melanoleucus	350	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2478.71096363636	Mean_congenerics_same_body_mass
Saguinus	Saguinus martinsi	430	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2478.71096363636	Mean_congenerics_same_body_mass
Saguinus	Saguinus labiatus	508.46	PanTHERIA	7482.5	AnAge	no information	no information	no information	no information	2478.71096363636	Mean_congenerics_same_body_mass
Saguinus	Saguinus inustus	803	PanTHERIA	no information	no information	no information	no information	no information	no information	2478.71096363636	Mean_congenerics_same_body_mass
Myotis	Myotis adversus	10.41	PanTHERIA	no information	no information	no information	no information	no information	no information	2504.38545	Mean_congenerics_same_body_mass
Myotis	Myotis altarium	11	PanTHERIA	no information	no information	no information	no information	no information	no information	2504.38545	Mean_congenerics_same_body_mass
Myotis	Myotis tricolor	13.67	PanTHERIA	no information	no information	no information	no information	no information	no information	2504.38545	Mean_congenerics_same_body_mass
Myotis	Myotis welwitschii	15.88	PanTHERIA	no information	no information	no information	no information	no information	no information	2504.38545	Mean_congenerics_same_body_mass
Myotis	Myotis vivesi	25.63	PanTHERIA	3650	PanTHERIA;AnAge	no information	no information	no information	no information	2504.38545	Mean_congenerics_same_body_mass
Myotis	Myotis auriculus	38.04	PanTHERIA	1155.8333333	PanTHERIA	no information	no information	no information	no information	2504.38545	Mean_congenerics_same_body_mass
Myotis	Myotis chinensis	41.99	PanTHERIA	no information	no information	no information	no information	no information	no information	2504.38545	Mean_congenerics_same_body_mass
Macropus	Macropus bernardus	17000	PanTHERIA	4307	AnAge	no information	no information	no information	no information	2531.77956111111	Mean_congenerics_same_body_mass
Myotis	Myotis blythii	23.82	PanTHERIA	9641.93125	PanTHERIA;AnAge	no information	no information	no information	no information	2555	GMA
Nycticebus	Nycticebus menagensis	282	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2555	GMA
Leontopithecus	Leontopithecus chrysomelas	572.8	PanTHERIA	7774.5	AnAge	no information	no information	no information	no information	2555	GMA
Nycticebus	Nycticebus javanicus	626	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2555	GMA
Nycticebus	Nycticebus bengalensis	1137.36	PanTHERIA	no information	no information	no information	no information	no information	no information	2555	GMA
Tragelaphus	Tragelaphus derbianus	663012.125	Verde Arregoitia et al. 2013	7878.525	PanTHERIA; Carn_ung	no information	no information	no information	no information	2592.85382916425	Mean_congenerics
Ovis	Ovis nivicola	90000	PanTHERIA	6082.725	Carn_ung	no information	no information	no information	no information	2631.14055555233	Mean_congenerics_same_body_mass
Dinomys	Dinomys branickii	12500	PanTHERIA	4051.5	PanTHERIA;AnAge	no information	no information	no information	no information	2673.8441875	Mean_order_same_mass
Hystrix	Hystrix pumila	3544.26	PanTHERIA	3467.5	PanTHERIA	no information	no information	no information	no information	2713.29805	Mean_congenerics
Hystrix	Hystrix sumatrae	4200	Animal Diversity	no information	no information	no information	no information	no information	no information	2713.29805	Mean_congenerics
Hystrix	Hystrix crassispinis	4584.6	PanTHERIA	no information	no information	no information	no information	no information	no information	2713.29805	Mean_congenerics
Hystrix	Hystrix brachyura	8000	PanTHERIA	9964.5	PanTHERIA;AnAge	no information	no information	no information	no information	2713.29805	Mean_congenerics
Hystrix	Hystrix cristata	13406.27	PanTHERIA	10220	AnAge	no information	no information	no information	no information	2713.29805	Mean_congenerics_same_body_mass
Hystrix	Hystrix indica	14298.6	PanTHERIA	9891.5	AnAge	no information	no information	no information	no information	2713.29805	Mean_congenerics_same_body_mass
Hystrix	Hystrix javanica	23014.418	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	2713.29805	Mean_congenerics_same_body_mass
Trichys	Trichys fasciculata	1750	PanTHERIA	no information	no information	no information	no information	no information	no information	2713.29805	Mean_family
Atherurus	Atherurus macrourus	2000	PanTHERIA	no information	no information	no information	no information	no information	no information	2713.29805	Mean_family
Atherurus	Atherurus africanus	2875.65	PanTHERIA	8358.5	PanTHERIA;AnAge	no information	no information	no information	no information	2713.29805	Mean_family
Rhinolophus	Rhinolophus megaphyllus	10.17	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus philippinensis	10.91	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus adami	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus borneensis	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus canuti	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus celebensis	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus clivosus	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus cognatus	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus creaghi	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus deckenii	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus guineensis	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus hildebrandti	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus maclaudi	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus mitratus	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus nereis	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus osgoodi	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus rex	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus rufus	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus silvestris	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus subbadius	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus subrufus	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus beddomei	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus convexus	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus sinicus	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus hillorum	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus maendeleo	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus ruwenzorii	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus sakejiensis	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus ziama	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus montanus	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus madurensis	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus shortridgei	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus formosae	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus siamensis	11.1495238095238	Mean_congenerics	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus pearsonii	11.55	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus acuminatus	12.1	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus capensis	12.87	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus fumigatus	13.09	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus hilli	13.6	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus inops	13.65	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus affinis	13.7	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus euryotis	14.3	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus bocharicus	15.05	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus trifoliatus	15.16	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus alcyone	18.62	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus eloquens	19.15	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus yunanensis	19.33	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus luctus	34.07	PanTHERIA	no information	no information	no information	no information	no information	no information	2726.53565	Mean_congenerics_same_body_mass
Plecotus	Plecotus austriacus	6.75	PanTHERIA	5475	PanTHERIA	no information	no information	no information	no information	2759.4	Mean_congenerics_same_body_mass
Plecotus	Plecotus taivanus	7.47	Mean_congenerics	no information	no information	no information	no information	no information	no information	2759.4	Mean_congenerics_same_body_mass
Plecotus	Plecotus teneriffae	7.47	Mean_congenerics	no information	no information	no information	no information	no information	no information	2759.4	Mean_congenerics_same_body_mass
Plecotus	Plecotus balensis	7.47	Mean_congenerics	no information	no information	no information	no information	no information	no information	2759.4	Mean_congenerics_same_body_mass
Plecotus	Plecotus christii	7.47	Mean_congenerics	no information	no information	no information	no information	no information	no information	2759.4	Mean_congenerics_same_body_mass
Plecotus	Plecotus macrobullaris	7.47	Mean_congenerics	no information	no information	no information	no information	no information	no information	2759.4	Mean_congenerics_same_body_mass
Plecotus	Plecotus sardus	7.47	Mean_congenerics	no information	no information	no information	no information	no information	no information	2759.4	Mean_congenerics_same_body_mass
Plecotus	Plecotus ognevi	7.47	Mean_congenerics	no information	no information	no information	no information	no information	no information	2759.4	Mean_congenerics_same_body_mass
Plecotus	Plecotus sacrimontis	7.47	Mean_congenerics	no information	no information	no information	no information	no information	no information	2759.4	Mean_congenerics_same_body_mass
Galeopterus	Galeopterus variegatus	1100	Smith et al. 2003	104.9375	PanTHERIA	no information	no information	no information	no information	2840.44163887554	Mean_all_orders_same_body_mass
Cynocephalus	Cynocephalus volans	1250	PanTHERIA	no information	no information	no information	no information	no information	no information	2840.44163887554	Mean_all_orders_same_body_mass
Nycticebus	Nycticebus pygmaeus	342.32	PanTHERIA	6241.5	AnAge	no information	no information	no information	no information	2920	GMA
Aotus	Aotus miconax	800	PanTHERIA	no information	no information	no information	no information	no information	no information	2920	GMA
Aotus	Aotus brumbacki	800	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	GMA
Aotus	Aotus lemurinus	865.96	PanTHERIA	9453.5	PanTHERIA;AnAge	no information	no information	no information	no information	2920	GMA
Saimiri	Saimiri ustus	886.47	PanTHERIA	no information	no information	no information	no information	no information	no information	2920	GMA
Aotus	Aotus griseimembra	966	Encyclopedia of Life_(eol.org)	no information	no information	no information	no information	no information	no information	2920	GMA
Callicebus	Callicebus oenanthe	992.4	PanTHERIA	no information	no information	no information	no information	no information	no information	2920	GMA
Callicebus	Callicebus caquetensis	1042.71571428571	Mean_congenerics	no information	no information	no information	no information	no information	no information	2920	GMA
Callicebus	Callicebus ornatus	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	GMA
Callicebus	Callicebus melanochir	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	GMA
Callicebus	Callicebus nigrifrons	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	GMA
Callicebus	Callicebus medemi	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	GMA
Callicebus	Callicebus personatus	1390.8	PanTHERIA	no information	no information	no information	no information	no information	no information	2920	GMA
Eulemur	Eulemur rubriventer	2015.4	PanTHERIA	7300	AnAge	no information	no information	no information	no information	2920	GMA
Eulemur	Eulemur flavifrons	2158.36545454545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2920	GMA
Eulemur	Eulemur rufifrons	2250	Encyclopedia of Life_(eol.org)	no information	no information	no information	no information	no information	no information	2920	GMA
Eulemur	Eulemur collaris	2250	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	GMA
Eulemur	Eulemur albifrons	2300	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	GMA
Callicebus	Callicebus aureipalatii	1042.71571428571	Mean_congenerics	no information	no information	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Callicebus	Callicebus barbarabrownae	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Callicebus	Callicebus coimbrai	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Callicebus	Callicebus pallescens	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Callicebus	Callicebus discolor	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Callicebus	Callicebus stephennashi	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Callicebus	Callicebus baptista	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Callicebus	Callicebus bernhardi	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Callicebus	Callicebus lugens	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Callicebus	Callicebus lucifer	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Callicebus	Callicebus purinus	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Callicebus	Callicebus regulus	1050	Smith et al. 2003	no information	no information	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Callicebus	Callicebus hoffmannsi	1067.61	PanTHERIA	no information	no information	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Callicebus	Callicebus cupreus	1117.02	PanTHERIA	9636	AnAge	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Callicebus	Callicebus torquatus	1209.57	PanTHERIA	no information	no information	no information	no information	no information	no information	2920	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus marshalli	5.02	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus pusillus	5.15	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus lepidus	5.46	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus virgo	6.06	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus macrotis	6.18	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus keyensis	6.26	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus denti	6.3	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus malayanus	6.73	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus coelophyllus	7.07	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus swinnyi	7.07	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus stheno	7.92	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus simulator	8.13	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus paradoxolophus	8.17	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus thomasi	8.26	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus robinsoni	8.54	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus sedulus	8.74	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus darlingi	8.94	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus arcuatus	8.98	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus landeri	9.39	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Rhinolophus	Rhinolophus shameli	9.61	PanTHERIA	no information	no information	no information	no information	no information	no information	2937.38135	Mean_congenerics_same_body_mass
Pteropus	Pteropus neohibernicus	1017.37	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics
Pteropus	Pteropus vampyrus	1027.54	PanTHERIA	7628.5	AnAge	no information	no information	no information	no information	2945.91840714286	Mean_congenerics
Pteropus	Pteropus woodfordi	122.67	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus personatus	130.84	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus vetulus	151.54	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus pumilus	184.05	PanTHERIA	6278	AnAge	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus fundatus	210.67	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus ocularis	228.76	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus howensis	232.92	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus lombocensis	256.15	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus nitendiensis	275.56	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus mahaganus	297.28	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus admiralitatum	306.46	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus samoensis	309.99	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus aldabrensis	310.29	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus leucopterus	343.81	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus pohlei	352.75	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus macrotis	365.99	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus scapulatus	380.35	PanTHERIA	5767	AnAge	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus anetianus	397.22	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus gilliardorum	406.94	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus hypomelanus	435.61	PanTHERIA	7409.5	AnAge	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus pselaphon	452.5545	Mean_congenerics	6095.5	AnAge	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus melanotus	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus argentatus	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus faunulus	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus griseus	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus insularis	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus molossinus	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus speciosus	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus temminckii	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus tuberculatus	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus loochoensis	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus yapensis	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus capistratus	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus pelewensis	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus cognatus	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus aruensis	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus keyensis	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus ualanus	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus rennelli	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus intermedius	452.5545	Mean_congenerics	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus mariannus	458.58	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus niger	474.43	PanTHERIA	7081	AnAge	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus seychellensis	492.2	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus caniceps	525.12	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus voeltzkowi	542.4	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus tonganus	561.51	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus alecto	610.13	PanTHERIA	7190.5	AnAge	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus rayneri	661.28	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus chrysoproctus	730.19	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus livingstonii	734.27	PanTHERIA	5475	AnAge	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus conspicillatus	760.71	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
Pteropus	Pteropus melanopogon	874.94	PanTHERIA	no information	no information	no information	no information	no information	no information	2945.91840714286	Mean_congenerics_same_body_mass
