"Species" "Mass" "Temperature" "MetabolRate" "Class"
"Plethodon_glutinosus" "4.33" "14" "0.2464" "Amphibia"
"Plethodon_glutinosus" "4.25" "15" "0.1441" "Amphibia"
"Plethodon_glutinosus" "3.65" "15" "0.1167" "Amphibia"
"Plethodon_glutinosus" "4.2" "15" "0.3444" "Amphibia"
"Plethodon_glutinosus" "3.65" "20" "0.1583" "Amphibia"
"Plethodon_glutinosus" "5.01" "20" "0.1671" "Amphibia"
"Plethodon_glutinosus" "3.91" "25" "0.3237" "Amphibia"
"Plethodon_jordani" "3.1" "5" "0.027" "Amphibia"
"Plethodon_jordani" "3.1" "10" "0.058" "Amphibia"
"Plethodon_jordani" "3.1" "14" "0.087" "Amphibia"
"Plethodon_jordani" "1.83" "15" "0.0511" "Amphibia"
"Plethodon_jordani" "3.1" "17.5" "0.109" "Amphibia"
"Plethodon_jordani" "4.3" "17.5" "0.138" "Amphibia"
"Plethodon_jordani" "2.2" "17.5" "0.071" "Amphibia"
"Plethodon_jordani" "3.1" "21" "0.148" "Amphibia"
"Plethodon_jordani" "1.83" "25" "0.1243" "Amphibia"
"Plethodon_neomexicanus" "2.47" "5" "0.0914" "Amphibia"
"Plethodon_neomexicanus" "2.47" "10" "0.1186" "Amphibia"
"Plethodon_neomexicanus" "2.47" "15" "0.1359" "Amphibia"
"Plethodon_neomexicanus" "2.47" "20" "0.1408" "Amphibia"
"Plethodon_neomexicanus" "2.47" "25" "0.1507" "Amphibia"
"Plethodon_spp." "3.25" "22" "0.1859" "Amphibia"
"Pseudoeurycea_belli" "10.94" "15" "0.1882" "Amphibia"
"Pseudoeurycea_belli" "24.45" "25" "0.7188" "Amphibia"
"Pseudoeurycea_brunnata" "3.33" "15" "0.656" "Amphibia"
"Pseudoeurycea_cephalica" "1.45" "15" "0.0354" "Amphibia"
"Pseudoeurycea_cochranae" "2.23" "15" "0.0457" "Amphibia"
"Pseudoeurycea_gadovii" "3.09" "5" "0.0442" "Amphibia"
"Pseudoeurycea_gadovii" "2.88" "15" "0.085" "Amphibia"
"Pseudoeurycea_gadovii" "2.99" "25" "0.2443" "Amphibia"
"Pseudoeurycea_goebeli" "3.78" "5" "0.0359" "Amphibia"
"Pseudoeurycea_goebeli" "3.66" "15" "0.0831" "Amphibia"
"Pseudoeurycea_goebeli" "3.73" "25" "0.2842" "Amphibia"
"Pseudoeurycea_leprosa" "2.46" "15" "0.0556" "Amphibia"
"Pseudoeurycea_rex" "1.86" "15" "0.0392" "Amphibia"
"Pseudoeurycea_smithii" "6.66" "15" "0.1185" "Amphibia"
"Pseudoeurycea_smithii" "4.2" "15" "0.1008" "Amphibia"
"Pseudoeurycea_smithii" "4.2" "25" "0.2617" "Amphibia"
"Pseudotriton_ruber" "10.81" "5" "0.0681" "Amphibia"
"Pseudotriton_ruber" "10.33" "15" "0.2324" "Amphibia"
"Pseudotriton_ruber" "5.8" "15" "0.4234" "Amphibia"
"Pseudotriton_ruber" "10.66" "25" "0.6172" "Amphibia"
"Thorius_sp." "0.26" "5" "0.0041" "Amphibia"
"Thorius_sp." "0.31" "15" "0.008" "Amphibia"
"Thorius_sp." "0.25" "25" "0.0217" "Amphibia"
"Necturus_maculosus" "214" "5" "1.1684" "Amphibia"
"Necturus_maculosus" "101.9" "5" "0.5095" "Amphibia"
"Necturus_maculosus" "206" "15" "2.3031" "Amphibia"
"Necturus_maculosus" "101.9" "15" "1.2228" "Amphibia"
"Necturus_maculosus" "150" "20" "7.215" "Amphibia"
"Necturus_maculosus" "115" "21.5" "3.8956" "Amphibia"
"Necturus_maculosus" "114.5" "22" "3.1488" "Amphibia"
"Necturus_maculosus" "212" "25" "5.6222" "Amphibia"
"Necturus_maculosus" "125" "25" "2.475" "Amphibia"
"Molga_torosa?" "17.5" "18.5" "2.73" "Amphibia"
"Notophthalmus_viridescens" "1.63" "5" "0.0898" "Amphibia"
"Notophthalmus_viridescens" "2.43" "10" "0.1993" "Amphibia"
"Notophthalmus_viridescens" "1.72" "15" "0.0592" "Amphibia"
"Notophthalmus_viridescens" "1.7" "15" "0.1365" "Amphibia"
"Notophthalmus_viridescens" "1.23" "15" "0.0752" "Amphibia"
"Notophthalmus_viridescens" "3" "20" "0.135" "Amphibia"
"Notophthalmus_viridescens" "1.31" "20" "0.1533" "Amphibia"
"Notophthalmus_viridescens" "1.35" "25" "0.125" "Amphibia"
"Notophthalmus_viridescens" "1.5" "25" "0.1532" "Amphibia"
"Salamandra_maculosa" "28.32" "18.5" "3.6448" "Amphibia"
"Salamandra_salamandra" "19.1" "15" "1.5471" "Amphibia"
"Salamandra_salamandra" "75" "16" "1.1273" "Amphibia"
"Salamandra_salamandra" "29" "16" "0.6238" "Amphibia"
"Salamandra_salamandra" "10" "16" "0.4176" "Amphibia"
"Taricha_granulosa" "9" "5" "0.1152" "Amphibia"
"Taricha_granulosa" "13.3" "5" "0.5413" "Amphibia"
"Taricha_granulosa" "10" "5" "0.4" "Amphibia"
"Taricha_granulosa" "12.5" "10" "0.745" "Amphibia"
"Taricha_granulosa" "10" "10" "0.6" "Amphibia"
"Taricha_granulosa" "6.56" "15" "0.1601" "Amphibia"
"Taricha_granulosa" "13.8" "15" "1.093" "Amphibia"
"Taricha_granulosa" "10" "15" "0.768" "Amphibia"
"Taricha_granulosa" "8.75" "20" "0.392" "Amphibia"
"Taricha_granulosa" "10.1" "20" "1.0262" "Amphibia"
"Taricha_granulosa" "10" "20" "1.004" "Amphibia"
"Taricha_granulosa" "11.9" "25" "1.6398" "Amphibia"
"Taricha_granulosa" "10" "25" "1.4" "Amphibia"
"Taricha_rivularis" "10.83" "15" "0.3011" "Amphibia"
"Taricha_torosa" "11.23" "10" "0.1797" "Amphibia"
"Taricha_torosa" "9.87" "10" "0.0888" "Amphibia"
"Taricha_torosa" "6.94" "15" "0.2089" "Amphibia"
"Taricha_torosa" "10.67" "15" "0.286" "Amphibia"
"Taricha_torosa" "9.7" "15" "0.5238" "Amphibia"
"Taricha_torosa" "9.7" "15" "0.2425" "Amphibia"
"Taricha_torosa" "11.23" "15" "0.6064" "Amphibia"
"Taricha_torosa" "9.87" "15" "0.2566" "Amphibia"
"Taricha_torosa" "19.7" "17" "1.3514" "Amphibia"
"Taricha_torosa" "11.23" "20" "0.685" "Amphibia"
"Taricha_torosa" "9.87" "20" "0.2665" "Amphibia"
"Taricha_torosa" "10.67" "25" "0.5452" "Amphibia"
"Taricha_torosa" "11.23" "25" "1.3364" "Amphibia"
"Taricha_torosa" "9.87" "25" "0.4244" "Amphibia"
"Taricha_torosa" "11" "25" "0.5555" "Amphibia"
"Taricha_torosa" "12.5" "25" "1.0738" "Amphibia"
"Triturus_cristatus" "7" "10" "0.385" "Amphibia"
"Triturus_vulgaris" "8.75" "6" "0.863" "Amphibia"
"Triturus_vulgaris" "8.75" "15" "0.8127" "Amphibia"
"Triturus_vulgaris" "8.75" "25" "1.6264" "Amphibia"
"Pseudobranchus_striatus" "1.58" "25" "0.0932" "Amphibia"
"Pseudobranchus_striatus" "2.19" "25" "0.1116" "Amphibia"
"Pseudobranchus_striatus" "2.5" "25" "0.184" "Amphibia"
"Siren_intermedia" "74.9" "25" "10.7631" "Amphibia"
"Siren_intermedia" "13.7" "25" "0.4521" "Amphibia"
"Siren_intermedia" "7" "25" "0.28" "Amphibia"
"Siren_intermedia" "18.1" "25" "0.8661" "Amphibia"
"Siren_lacertina" "601" "5" "2.0844" "Amphibia"
"Siren_lacertina" "581" "15" "3.8114" "Amphibia"
"Siren_lacertina" "172" "20" "4.6268" "Amphibia"
"Siren_lacertina" "126" "22" "6.6654" "Amphibia"
"Siren_lacertina" "628" "25" "9.0118" "Amphibia"
"Siren_lacertina" "73" "25" "1.08" "Amphibia"
"Siren_lacertina" "269" "25" "3.0397" "Amphibia"
"Siren_lacertina" "1182" "25" "32.174" "Amphibia"
"Siren_lacertina" "36" "25" "1.2679" "Amphibia"
"Bufo_alvaris" "150.8" "15" "11.868" "Amphibia"
"Bufo_americanus" "25.2" "5" "0.6081" "Amphibia"
"Bufo_americanus" "19" "15" "2.0934" "Amphibia"
"Bufo_americanus" "27" "20" "1.377" "Amphibia"
"Bufo_americanus" "50" "20" "1.39" "Amphibia"
"Bufo_americanus" "27.03" "20" "1.38" "Amphibia"
"Bufo_americanus" "27" "20" "1.377" "Amphibia"
"Bufo_americanus" "11" "21.5" "1.2815" "Amphibia"
"Bufo_americanus" "0.102" "23" "0.0247" "Amphibia"
"Bufo_americanus" "40.4" "25" "2.9371" "Amphibia"
"Bufo_americanus" "21.1" "25" "2.5873" "Amphibia"
"Bufo_boreas" "72.7" "5" "4.0908" "Amphibia"
"Bufo_boreas" "40.2" "10" "0.5548" "Amphibia"
"Bufo_boreas" "47.3" "10" "0.6244" "Amphibia"
"Bufo_boreas" "57.8" "10" "0.7283" "Amphibia"
"Bufo_boreas" "46.4" "14" "4.9648" "Amphibia"
"Bufo_boreas" "29.5" "14" "4.484" "Amphibia"
"Bufo_boreas" "28.7" "15" "3.8706" "Amphibia"
"Bufo_boreas" "40.2" "20" "1.3025" "Amphibia"
"Bufo_boreas" "47.3" "20" "2.3177" "Amphibia"
"Bufo_boreas" "57.8" "20" "1.052" "Amphibia"
"Bufo_boreas" "2.5" "20" "0.25" "Amphibia"
"Bufo_boreas" "27.3" "25" "2.64" "Amphibia"
"Bufo_boreas" "53.8" "25" "5.5812" "Amphibia"
"Bufo_boreas" "40.2" "30" "3.0512" "Amphibia"
"Bufo_boreas" "47.3" "30" "2.4265" "Amphibia"
"Bufo_boreas" "57.8" "30" "6.4852" "Amphibia"
"Bufo_bufo" "28.59" "6" "2.037" "Amphibia"
"Bufo_bufo" "76.13" "6" "1.7415" "Amphibia"
"Bufo_bufo" "28.59" "15" "4.8389" "Amphibia"
"Bufo_bufo" "76.13" "15" "2.8549" "Amphibia"
"Bufo_bufo" "43" "17" "4.8246" "Amphibia"
"Bufo_bufo" "29" "20" "4.901" "Amphibia"
"Bufo_bufo" "29" "20" "3.915" "Amphibia"
"Bufo_bufo" "28.59" "25" "4.5851" "Amphibia"
"Bufo_bufo" "76.13" "25" "9.64" "Amphibia"
"Bufo_calamita" "8.67" "20" "0.511" "Amphibia"
"Bufo_calamita" "8.7" "20" "0.5046" "Amphibia"
"Bufo_cognatus" "45.2" "5" "1.2792" "Amphibia"
"Bufo_cognatus" "39.58" "10" "1.979" "Amphibia"
"Bufo_cognatus" "50.5" "15" "3.8481" "Amphibia"
"Bufo_cognatus" "39.58" "20" "4.4725" "Amphibia"
"Bufo_cognatus" "40.2" "25" "2.9587" "Amphibia"
"Bufo_cognatus" "39.58" "30" "7.2036" "Amphibia"
"Bufo_debilus" "0.66" "15" "0.0845" "Amphibia"
"Bufo_marinus" "101" "15" "2.2877" "Amphibia"
"Bufo_marinus" "145" "15" "1.5515" "Amphibia"
"Bufo_marinus" "123.8" "15" "4.6276" "Amphibia"
"Bufo_marinus" "1200" "18.5" "33.15" "Amphibia"
"Bufo_marinus" "101" "20" "2.6088" "Amphibia"
"Bufo_marinus" "156" "20" "3.042" "Amphibia"
"Bufo_marinus" "152.5" "22" "7.32" "Amphibia"
"Bufo_marinus" "252" "22" "11.088" "Amphibia"
"Bufo_marinus" "101" "25" "3.1704" "Amphibia"
"Bufo_marinus" "88.7" "25" "6.3447" "Amphibia"
"Bufo_marinus" "101" "30" "5.7782" "Amphibia"
"Bufo_marinus" "101" "35" "8.2669" "Amphibia"
"Bufo_terrestris" "21.4" "5" "0.6527" "Amphibia"
"Bufo_terrestris" "16.6" "15" "1.336" "Amphibia"
"Bufo_terrestris" "102" "15" "7.5" "Amphibia"
"Bufo_terrestris" "102" "20" "15.1" "Amphibia"
"Bufo_terrestris" "19.8" "25" "2.2425" "Amphibia"
"Bufo_terrestris" "102" "25" "30.42" "Amphibia"
"Bufo_terrestris" "102" "30" "61.25" "Amphibia"
"Bufo_viridis" "35" "20" "0.875" "Amphibia"
"Bufo_woodhousii" "67.4" "10" "1.2739" "Amphibia"
"Bufo_woodhousii" "69" "15" "2.7255" "Amphibia"
"Bufo_woodhousii" "64.8" "20" "4.4129" "Amphibia"
"Bufo_woodhousii" "52.2" "23" "2.16" "Amphibia"
"Bufo_woodhousii" "56.3" "25" "2.2351" "Amphibia"
"Bufo_woodhousii" "9" "25" "1.017" "Amphibia"
"Colostethus_inguinalis" "1.57" "20" "0.1366" "Amphibia"
"Colostethus_inguinalis" "1.53" "25" "0.2127" "Amphibia"
"Colostethus_nubicola" "0.28" "20" "0.0314" "Amphibia"
"Colostethus_nubicola" "0.27" "25" "0.0435" "Amphibia"
"Colostethus_trinitatus" "1" "25" "0.201" "Amphibia"
"Dendrobates_auratus" "2.09" "20" "0.1421" "Amphibia"
"Dendrobates_auratus" "1.77" "25" "0.1593" "Amphibia"
"Phyllobates_subpunctatus" "1.5" "15" "0.108" "Amphibia"
"Bombina_orientalis" "2.62" "20" "0.149" "Amphibia"
"Bombina_orientalis" "2.6" "20" "0.1456" "Amphibia"
"Discoglossus_pictus" "30.71" "20" "1.142" "Amphibia"
"Discoglossus_pictus" "30.7" "20" "1.1359" "Amphibia"
"Acris_crepitans" "1.935" "5" "0.0459" "Amphibia"
"Acris_crepitans" "1.59" "15" "0.0477" "Amphibia"
"Acris_crepitans" "1.735" "15" "0.1118" "Amphibia"
"Acris_crepitans" "1.5" "15" "0.1155" "Amphibia"
"Acris_crepitans" "0.5" "15" "0.0335" "Amphibia"
"Acris_crepitans" "1.27" "15" "0.0838" "Amphibia"
"Acris_crepitans" "0.9" "15" "0.0612" "Amphibia"
"Acris_crepitans" "1.855" "25" "0.3288" "Amphibia"
"Acris_crepitans" "1.5" "25" "0.2535" "Amphibia"
"Acris_crepitans" "0.5" "25" "0.117" "Amphibia"
"Agalychnis_callidryas" "5.65" "20" "0.337" "Amphibia"
"Agalychnis_callidryas" "5.7" "20" "0.3477" "Amphibia"
"Cyclorana_platycephala" "11" "15" "0.5907" "Amphibia"
"Hyla_arborea" "7.78" "18.5" "2.4429" "Amphibia"
"Hyla_arenicolor" "3.37" "20" "0.3" "Amphibia"
"Hyla_arenicolor" "3.4" "20" "0.3162" "Amphibia"
"Hyla_chrysoscelis" "3.9" "10" "0.1482" "Amphibia"
"Hyla_chrysoscelis" "3.9" "20" "0.4368" "Amphibia"
"Hyla_chrysoscelis" "5.47" "20" "0.7056" "Amphibia"
"Hyla_chrysoscelis" "3.9" "30" "1.1365" "Amphibia"
"Hyla_cinerea" "3.82" "10" "0.217" "Amphibia"
"Hyla_cinerea" "6.4" "15" "0.8097" "Amphibia"
"Hyla_cinerea" "3.82" "20" "0.5596" "Amphibia"
"Hyla_cinerea" "8.9" "22" "1.513" "Amphibia"
"Hyla_cinerea" "4.5" "25" "0.459" "Amphibia"
"Hyla_cinerea" "5.1" "27" "0.689" "Amphibia"
"Hyla_cinerea" "3.82" "30" "0.8488" "Amphibia"
"Hyla_crepitans" "9.9" "25" "1.1484" "Amphibia"
"Hyla_crucifer" "0.85" "14" "0.1037" "Amphibia"
"Hyla_crucifer" "1.3" "20" "0.1443" "Amphibia"
"Hyla_crucifer" "1.31" "20" "0.149" "Amphibia"
"Hyla_crucifer" "1.3" "20" "0.1443" "Amphibia"
"Hyla_crucifer" "1.15" "20" "0.1265" "Amphibia"
"Hyla_gratiosa" "10.2" "5" "0.5281" "Amphibia"
"Hyla_gratiosa" "10.2" "15" "0.9081" "Amphibia"
"Hyla_gratiosa" "9.8" "25" "1.4431" "Amphibia"
"Hyla_gratiosa" "13.9" "29" "1.321" "Amphibia"
"Hyla_maxima" "41.4" "25" "3.933" "Amphibia"
"Hyla_regilla" "2.76" "20" "0.1656" "Amphibia"
"Hyla_regilla" "2.27" "21" "0.089" "Amphibia"
"Hyla_squirella" "2.2" "27" "0.363" "Amphibia"
"Hyla_versicolor" "8.3" "5" "0.5997" "Amphibia"
"Hyla_versicolor" "8.3" "15" "0.8644" "Amphibia"
"Hyla_versicolor" "8.62" "19" "0.6724" "Amphibia"
"Hyla_versicolor" "6.09" "20" "0.6029" "Amphibia"
"Hyla_versicolor" "7.6" "25" "1.5252" "Amphibia"
"Osteopilus_septentrionalis" "4.98" "20" "0.33" "Amphibia"
"Osteopilus_septentrionalis" "5" "20" "0.33" "Amphibia"
"Phyllomedusa_sauvagei" "17.5" "10" "0.5075" "Amphibia"
"Phyllomedusa_sauvagei" "17.5" "15" "0.77" "Amphibia"
"Phyllomedusa_sauvagei" "17.5" "25" "1.8025" "Amphibia"
"Phyllomedusa_sauvagei" "17.5" "30" "2.7475" "Amphibia"
"Phyllomedusa_sauvagei" "17.5" "35" "4.1825" "Amphibia"
"Phyllomedusa_sauvagei" "17.5" "38" "6.125" "Amphibia"
"Pseudacris_nigrita" "1" "25" "0.162" "Amphibia"
"Pseudacris_triseriata" "0.94" "5" "0.0141" "Amphibia"
"Pseudacris_triseriata" "1.41" "5" "0.1695" "Amphibia"
"Pseudacris_triseriata" "1.192" "10" "0.1774" "Amphibia"
"Pseudacris_triseriata" "1.065" "10" "0.2556" "Amphibia"
"Pseudacris_triseriata" "1.34" "15" "0.3015" "Amphibia"
"Pseudacris_triseriata" "1.9" "18.5" "0.209" "Amphibia"
"Pseudacris_triseriata" "1.125" "20" "0.2687" "Amphibia"
"Pseudacris_triseriata" "1.056" "20" "0.4836" "Amphibia"
"Pseudacris_triseriata" "0.94" "25" "0.1119" "Amphibia"
"Pseudacris_triseriata" "1.31" "25" "0.5015" "Amphibia"
"Pternohyla_fodiens" "15.13" "20" "0.514" "Amphibia"
"Pternohyla_fodiens" "15.1" "20" "0.4832" "Amphibia"
"Smilisca_baudinii" "23.7" "15" "1.5832" "Amphibia"
"Hyperolius_marmoratus" "1" "20" "0.0671" "Amphibia"
"Hyperolius_parallelus" "1" "20" "0.0765" "Amphibia"
"Hyperolius_tuberilinguis" "1" "20" "0.0679" "Amphibia"
"Hyperolius_viridiflavus" "0.88" "20" "0.083" "Amphibia"
"Hyperolius_viridiflavus" "0.9" "20" "0.0846" "Amphibia"
"Kassina_senegalensis" "3.02" "20" "0.228" "Amphibia"
"Kassina_senegalensis" "3" "20" "0.231" "Amphibia"
"Kassina_weali" "6.25" "20" "0.318" "Amphibia"
"Kassina_weali" "6.3" "20" "0.3402" "Amphibia"
"Ceratophrys_calcarata" "55.5" "25" "2.967" "Amphibia"
"Ceratophrys_calcarata" "4.0434" "35" "4.0434" "Amphibia"
"Eleutherodactylus_coqui" "4.06" "20" "0.1786" "Amphibia"
"Eleutherodactylus_coqui" "4.06" "20" "0.167" "Amphibia"
"Eleutherodactylus_coqui" "4.1" "20" "0.1804" "Amphibia"
"Eleutherodactylus_portoricensis" "3.7" "15" "0.2566" "Amphibia"
"Lepidobatrachus_llanensis" "88.5" "25" "8.5845" "Amphibia"
"Leptodactylus_typhonius" "5.1" "25" "0.5865" "Amphibia"
"Odontophrynus_americanus" "15.24" "20" "0.549" "Amphibia"
"Odontophrynus_americanus" "15.2" "20" "0.5624" "Amphibia"
"Physalaemus_pustulosus" "1.72" "25" "0.26" "Amphibia"
"Physalaemus_pustulosus" "2.9" "25" "0.3393" "Amphibia"
"Telmatobius_culeus" "122.3" "10" "1.7244" "Amphibia"
"Telmatobius_marmoratus" "18.4" "10" "0.92" "Amphibia"
"Gastrophryne_carolinesis" "1.94" "20" "0.103" "Amphibia"
"Gastrophryne_carolinesis" "1.9" "20" "0.0988" "Amphibia"
"Kaloula_pulchra" "30.66" "20" "0.89" "Amphibia"
"Kaloula_pulchra" "30.7" "20" "0.7982" "Amphibia"
"Microhyla_carolinensis" "3.5" "15" "0.2315" "Amphibia"
"Crinia_parinsignifera" "0.653" "5" "0.0398" "Amphibia"
"Crinia_parinsignifera" "0.597" "10" "0.0501" "Amphibia"
"Crinia_parinsignifera" "0.658" "15" "0.1073" "Amphibia"
"Crinia_parinsignifera" "0.63" "20" "0.1166" "Amphibia"
"Crinia_parinsignifera" "0.666" "25" "0.1765" "Amphibia"
"Crinia_parinsignifera" "0.452" "30" "0.1709" "Amphibia"
"Crinia_parinsignifera" "0.665" "35" "0.3757" "Amphibia"
"Crinia_signifera" "0.683" "5" "0.041" "Amphibia"
"Crinia_signifera" "0.908" "5" "0.0499" "Amphibia"
"Crinia_signifera" "0.69" "10" "0.0593" "Amphibia"
"Crinia_signifera" "0.968" "10" "0.0823" "Amphibia"
"Crinia_signifera" "0.638" "15" "0.1078" "Amphibia"
"Crinia_signifera" "0.853" "15" "0.1331" "Amphibia"
"Crinia_signifera" "0.615" "20" "0.131" "Amphibia"
"Crinia_signifera" "0.621" "25" "0.149" "Amphibia"
"Crinia_signifera" "0.485" "30" "0.1761" "Amphibia"
"Crinia_signifera" "0.612" "35" "0.399" "Amphibia"
"Scaphiopus_bombifrons" "13.3" "15" "1.851" "Amphibia"
"Scaphiopus_couchii" "26.9" "15" "2.2609" "Amphibia"
"Scaphiopus_couchii" "24.6" "21" "1.8179" "Amphibia"
"Scaphiopus_hammondii" "23.6" "15" "2.2163" "Amphibia"
"Scaphiopus_hammondii" "1.55" "15" "0.2666" "Amphibia"
"Scaphiopus_hammondii" "10.87" "15" "0.75" "Amphibia"
"Scaphiopus_hammondii" "12.74" "21" "1.1466" "Amphibia"
"Scaphiopus_holbrooki" "14" "15" "1.1712" "Amphibia"
"Xenopus_laevis" "30.03" "15" "1.6847" "Amphibia"
"Xenopus_laevis" "63.6" "15" "2.1516" "Amphibia"
"Xenopus_laevis" "33.3" "15" "1.9106" "Amphibia"
"Xenopus_laevis" "67" "17" "4.2277" "Amphibia"
"Xenopus_laevis" "67.3" "17.3" "3.834" "Amphibia"
"Xenopus_laevis" "22.1" "18" "1.7901" "Amphibia"
"Xenopus_laevis" "100" "20" "4.5" "Amphibia"
"Xenopus_laevis" "55" "20" "2.53" "Amphibia"
"Xenopus_laevis" "139" "20" "3.8364" "Amphibia"
"Xenopus_laevis" "122" "22" "5.5998" "Amphibia"
"Xenopus_laevis" "41" "25" "3.526" "Amphibia"
"Xenopus_laevis" "29.3" "25" "4.2" "Amphibia"
"Xenopus_laevis" "23.9" "25" "3.824" "Amphibia"
"Xenopus_laevis" "28.39" "25" "1.6063" "Amphibia"
"Xenopus_laevis" "33.3" "25" "3.2218" "Amphibia"
"Xenopus_mulleri" "24" "17" "2.5104" "Amphibia"
"Conraua_goliath" "251" "25" "18.86" "Amphibia"
"Occidozyga_martensii" "9.3" "15" "0.4167" "Amphibia"
"Occidozyga_martensii" "9.3" "20" "0.524" "Amphibia"
"Occidozyga_martensii" "9.3" "25" "0.8872" "Amphibia"
"Occidozyga_martensii" "9.3" "30" "0.9402" "Amphibia"
"Occidozyga_martensii" "9.3" "35" "1.0779" "Amphibia"
"Pyxicephalus_adspersus" "562.3" "20" "14.22" "Amphibia"
"Rana_arvalis" "17" "5" "0.4233" "Amphibia"
"Rana_arvalis" "17" "10" "0.9554" "Amphibia"
"Rana_arvalis" "17" "15" "1.6337" "Amphibia"
"Rana_arvalis" "17" "20" "2.8866" "Amphibia"
"Rana_arvalis" "17" "25" "4.7685" "Amphibia"
"Rana_arvalis" "17" "30" "7.6857" "Amphibia"
"Rana_aspersa" "563" "18.5" "31.6688" "Amphibia"
"Rana_berlandieri" "70" "29" "7.035" "Amphibia"
"Rana_blythi" "88.7" "25" "4.3729" "Amphibia"
"Rana_cancrivora" "20.45" "20" "1.0409" "Amphibia"
"Rana_cancrivora" "20.45" "25" "1.5767" "Amphibia"
"Rana_cancrivora" "20.45" "30" "2.2597" "Amphibia"
"Rana_cancrivora" "12.5" "30" "1.75" "Amphibia"
"Rana_cancrivora" "20.45" "35" "4.1043" "Amphibia"
"Rana_catesbeiana" "80.9" "5" "3.3638" "Amphibia"
"Rana_catesbeiana" "262" "5" "1.3171" "Amphibia"
"Rana_catesbeiana" "646" "5" "10.013" "Amphibia"
"Rana_catesbeiana" "43.55" "10" "0.4355" "Amphibia"
"Rana_catesbeiana" "47.3" "15" "2.7008" "Amphibia"
"Rana_catesbeiana" "303.5" "19" "10.61" "Amphibia"
"Rana_catesbeiana" "228.2" "20" "5.6137" "Amphibia"
"Rana_catesbeiana" "300" "20" "7.2" "Amphibia"
"Rana_catesbeiana" "277.5" "20" "6.9028" "Amphibia"
"Rana_catesbeiana" "241" "20" "17.4725" "Amphibia"
"Rana_catesbeiana" "43.55" "20" "1.6549" "Amphibia"
"Rana_catesbeiana" "621" "20" "33.0993" "Amphibia"
"Rana_catesbeiana" "503" "21.5" "18.6739" "Amphibia"
"Rana_catesbeiana" "175" "22.5" "7.525" "Amphibia"
"Rana_catesbeiana" "14" "25" "2.1" "Amphibia"
"Rana_catesbeiana" "251" "25" "13.052" "Amphibia"
"Rana_catesbeiana" "350" "25" "15.05" "Amphibia"
"Rana_catesbeiana" "269" "25" "25.017" "Amphibia"
"Rana_catesbeiana" "43.55" "30" "3.7889" "Amphibia"
"Rana_chalconota" "4.1" "25" "0.3911" "Amphibia"
"Rana_clamitans" "31" "5" "0.5397" "Amphibia"
"Rana_clamitans" "34.2" "14" "1.7442" "Amphibia"
"Rana_clamitans" "34" "15" "1.6085" "Amphibia"
"Rana_clamitans" "19" "21.5" "2.1684" "Amphibia"
"Rana_clamitans" "32.5" "25" "2.7008" "Amphibia"
"Rana_cyanophlyctis" "0.142" "29" "0.1729" "Amphibia"
"Rana_cyanophlyctis" "0.294" "29" "0.2157" "Amphibia"
"Rana_erythraea" "19" "15" "0.1786" "Amphibia"
"Rana_erythraea" "19" "20" "0.7809" "Amphibia"
"Rana_erythraea" "19" "25" "1.6245" "Amphibia"
"Rana_erythraea" "19" "30" "2.1299" "Amphibia"
"Rana_erythraea" "19" "35" "3.8703" "Amphibia"
"Rana_esculenta" "50.32" "6" "0.8617" "Amphibia"
"Rana_esculenta" "17.5" "7" "0.2468" "Amphibia"
"Rana_esculenta" "31.2" "7" "0.5887" "Amphibia"
"Rana_esculenta" "28.4" "12" "1.9937" "Amphibia"
"Rana_esculenta" "22.15" "12" "1.91" "Amphibia"
"Rana_esculenta" "28.4" "12" "2.1953" "Amphibia"
"Rana_esculenta" "28" "15" "0.8176" "Amphibia"
"Rana_esculenta?" "57.2" "15" "2.5225" "Amphibia"
"Rana_esculenta" "50.32" "15" "4.4533" "Amphibia"
"Rana_esculenta" "36" "17" "3.4488" "Amphibia"
"Rana_esculenta" "30" "18.5" "6.327" "Amphibia"
"Rana_esculenta" "116" "18.5" "9.3612" "Amphibia"
"Rana_esculenta" "45.3" "20" "4.3941" "Amphibia"
"Rana_esculenta" "16.4" "20" "1.3874" "Amphibia"
"Rana_esculenta" "28.8" "20" "3.7037" "Amphibia"
"Rana_esculenta" "15.2" "23" "0.2523" "Amphibia"
"Rana_esculenta" "34.5" "24" "5.988" "Amphibia"
"Rana_esculenta" "50.32" "25" "4.1954" "Amphibia"
"Rana_hexadactyla" "51.9" "29" "11.9889" "Amphibia"
"Rana_hexadactyla" "30" "29" "7.35" "Amphibia"
"Rana_magna" "34.2" "20" "1.4022" "Amphibia"
"Rana_magna" "34.2" "30" "2.8523" "Amphibia"
"Rana_muscosa" "13.5" "4" "0.099" "Amphibia"
"Rana_muscosa" "18" "15" "0.6061" "Amphibia"
"Rana_nicobariensis" "2.6" "25" "0.2561" "Amphibia"
"Rana_palustris" "14.7" "15" "0.9412" "Amphibia"
"Rana_palustris" "36" "21.5" "3.672" "Amphibia"
"Rana_pipiens" "33.5" "5" "0.529" "Amphibia"
"Rana_pipiens" "25" "5" "0.7025" "Amphibia"
"Rana_pipiens" "34.8" "10" "0.4907" "Amphibia"
"Rana_pipiens" "38.39" "10" "1.6124" "Amphibia"
"Rana_pipiens" "31.8" "15" "1.1528" "Amphibia"
