#downloaded from http://genomics.senescence.info/species/dataset.zip # I have deleted single quotes by hand
HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
02020	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Aratinga	auricapillus	Golden-capped conure										130		20.9	669	captivity	small	acceptable						669,820
02021	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Aratinga	canicularis	Orange-fronted conure										85		16.2	669	captivity	small	acceptable						669,820,979
02022	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Aratinga	chloroptera	Hispaniolan parakeet										146				unknown	medium	low						820,979
02023	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Aratinga	erythrogenys	Red-masked conure										151		26.2	669	captivity	small	acceptable						669,820
02024	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Aratinga	holochlora	Green conure										138		21.8	669	captivity	medium	acceptable						669,820
02025	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Barnardius	zonarius	Port Lincoln ringneck										150		17.9	669	captivity	small	acceptable			0.718	137		435,669,979
02026	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Bolborhynchus	orbygnesius	Andean parakeet										43.1		9.2	669	captivity	small	acceptable						669,820
02027	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Brotogeris	chiriri	Yellow-chevroned parakeet			26		5					61.6		19	669	captivity	small	acceptable						445,669
02028	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Brotogeris	pyrrhoptera	Grey-cheeked parakeet										64		11.3	669	captivity	small	acceptable						669,820
02029	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Brotogeris	sanctithomae	Tui parakeet										59		13.2	669	captivity	small	acceptable						669,820
02030	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Brotogeris	tirica	Plain parakeet										63		11	669	captivity	small	acceptable						669
02031	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Brotogeris	versicolurus	Canary-winged parakeet	730	730	25		5	1				71.6		10.3	669	captivity	small	acceptable						445,669,979
02032	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	alba	White cockatoo	2000	2000	30		2					570	0.13	26.9	669	captivity	medium	acceptable						669,670,732
02033	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	ducorpsii	Ducorpss cockatoo										394		30.5	669	captivity	small	acceptable						669,820,979
02034	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	galerita	Sulphur-crested cockatoo			27		2					800		57	669	captivity	large	acceptable			3.419	776.1		435,491,669,979
02035	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	goffiniana	Tanimbar cockatoo										275		26	website feedback	captivity	small	questionable						669,820
02036	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	haematuropygia	Philippine cockatoo										288	0.13	17.3	669	captivity	medium	questionable						669,732,820,979
02037	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	leadbeateri	Pink cockatoo										390		80	852	captivity	medium	acceptable						669,852,979
02038	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	moluccensis	Rose-crested cockatoo										830		65.8	669	captivity	large	acceptable						491,669,979
02039	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	ophthalmica	Blue-eyed cockatoo										492		31.9	669	captivity	medium	acceptable						669,820,979
02040	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	pastinator	Western corella										637		26.3	669	captivity	small	acceptable						669,820
02041	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	sanguinea	Little corella										350	0.165	46.9	669	captivity	medium	acceptable						669,732,979
02042	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	sulphurea	Yellow-crested cockatoo										340	0.138	49.7	669	captivity	medium	acceptable						491,669,732,979
02043	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua	tenuirostris	Long-billed corella										567		43	669	captivity	medium	acceptable						669,820
02044	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Callocephalon	fimbriatum	Gang-gang cockatoo										256		27.5	669	captivity	medium	acceptable						669,820,979
02045	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Calyptorhynchus	banksii	Banksian cockatoo										723.7		45.4	669	captivity	medium	acceptable						669,820,979
02046	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Calyptorhynchus	baudinii	Long-billed black cockatoo										620		47	669	captivity	small	acceptable						669,820
02047	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Calyptorhynchus	funereus	Yellow-tailed black cockatoo										678.5	0.124	41	669	captivity	medium	acceptable						669,732,820
02048	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Calyptorhynchus	lathami	Glossy black cockatoo										437				unknown	medium	low						820,979
02049	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Chalcopsitta	atra	Black lory										260		17.5	669	captivity	small	acceptable						669
02050	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Chalcopsitta	sintillata	Yellow-streaked lory										190		19.7	669	captivity	medium	acceptable						669,820
02051	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Charmosyna	papou	Papuan lorikeet										83		11.3	669	captivity	medium	acceptable						669,820,979
02052	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Conuropsis	carolinensis	Carolina parakeet			22		2.5	1				100		30	445	captivity	small	acceptable						445
02053	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Coracopsis	nigra	Black parrot										193.5		34.1	669	captivity	medium	acceptable						669,820
02054	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Coracopsis	vasa	Vasa parrot										525		53.9	669	captivity	medium	acceptable						669,820
02055	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cyanoliseus	patagonus	Patagonian conure										278		19.5	669	captivity	large	acceptable						669,820,979
02056	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cyanopsitta	spixii	Spixs macaw										200		27	669	captivity	small	acceptable						669,820
02057	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cyanoramphus	auriceps	Yellow-fronted parakeet										46		9.3	669	captivity	medium	acceptable						669,820
02058	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cyanoramphus	novaezelandiae	Red-fronted parakeet										92.6		12.4	669	captivity	medium	acceptable						669,820,979
02059	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Deroptyus	accipitrinus	Hawk-headed parrot										246		21.8	575	captivity	medium	acceptable						575,669,820,979
02060	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Diopsittaca	nobilis	Red-shouldered macaw										151		22.9	669	captivity	small	acceptable						669,820
02061	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eclectus	roratus	Eclectus parrot										440	0.128	28.5	669	captivity	large	acceptable						669,732,979
02062	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Enicognathus	leptorhynchus	Slender-billed conure										193		15.3	669	captivity	small	acceptable						669,820
02063	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eolophus	roseicapilla	Galah										300	0.173	40	575	captivity	large	acceptable			1.248	268.7		435,575,732,979
02064	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eos	bornea	Red lory										156		24.7	669	captivity	medium	acceptable						669,820,979
02065	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eos	cyanogenia	Black-winged lory										167		18.1	669	captivity	tiny	acceptable						669,820
02066	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eos	histrio	Reticulata lory												15.2	669	captivity	small	acceptable						669
02067	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eos	reticulata	Blue-streaked lory												16.6	669	captivity	medium	acceptable						669,979
02068	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eos	squamata	Violet-necked lory												16.5	669	captivity	small	acceptable						669
02069	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Eunymphicus	cornutus	Horned parakeet										130		19.7	575	captivity	small	acceptable						575,820
02070	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Forpus	coelestis	Pacific parrotlet										26.2		10.4	669	captivity	medium	acceptable						669,820,979
02071	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Forpus	cyanopygius	Mexican parrotlet										33.5		10.5	669	captivity	small	acceptable						669,820
02072	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Forpus	passerinus	Green-rumped parrotlet										24	0.235	11.6	669	captivity	small	acceptable						669,732
02073	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Forpus	xanthops	Yellow-faced parrotlet												10.5	669	captivity	small	acceptable						669
02074	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Glossopsitta	concinna	Musk lorikeet										70.8		11.5	669	captivity	medium	acceptable						669,820,979
02075	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Glossopsitta	porphyrocephala	Purple-crowned lorikeet										44		12	669	captivity	small	acceptable						669,979
02076	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Graydidascalus	brachyurus	Short-tailed parrot										159		13.2	669	captivity	small	acceptable						669,820
02077	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Guaruba	guarouba	Golden conure										250		23.2	669	captivity	small	acceptable						669,979
02078	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Loriculus	galgulus	Blue-crowned hanging parrot										28		14.3	669	captivity	medium	acceptable						669,820,979
02079	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Loriculus	philippensis	Colasisi										34.9		10.1	669	captivity	tiny	acceptable						669,820
02080	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Loriculus	vernalis	Vernal hanging parrot										35.7		10.1	669	captivity	small	acceptable						669,820
02081	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Lorius	domicella	Purple-naped lory										182		26	669	captivity	medium	acceptable						669,820
02082	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Lorius	garrulus	Chattering lory										143		26.6	669	captivity	medium	acceptable						669,820,979
02083	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Lorius	lory	Black-capped lory										177		18.5	669	captivity	medium	acceptable						669,820,979
02084	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Melopsittacus	undulatus	Budgerigar	180	180	18		5					30	0.231	21	669	captivity	large	high			0.3035	25.2	314.15	62,403,405,425,444,669,732
02085	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Myiopsitta	monachus	Quaker parakeet	730	730	31		7	2		4.76		81.7	0.244	22.1	669	captivity	large	acceptable			0.5189	80.4		425,444,445,669,732
02086	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nandayus	nenday	Black-hooded conure										128		18.7	669	captivity	medium	acceptable						669,820,979
02087	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Neophema	chrysostoma	Blue-winged parrot										46.1		21	669	captivity	small	acceptable						669,820,979
02088	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Neophema	pulchella	Turquoise parrot										41.4		21	669	captivity	medium	acceptable						669,820,979
02089	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Neophema	splendida	Scarlet-chested parrot										38.6		14	669	captivity	medium	acceptable						669,820,979
02090	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Neopsephotus	bourkii	Bourkes parrot										45		12.6	669	captivity	small	acceptable						669,979
02091	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	meridionalis	Kaka										429				unknown	small	low						669,820,979
02092	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	notabilis	Kea										867.5		47	669	captivity	medium	acceptable						669,820,979
02093	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Northiella	haematogaster	Bluebonnet										86.2		15.3	669	captivity	small	acceptable						669,820,979
02094	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nymphicus	hollandicus	Cockatiel										90		35	669	captivity	large	acceptable						669,979
02095	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Phigys	solitarius	Collared lorikeet										83.6				unknown	small	low						669,820,979
02096	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pionites	leucogaster	White-bellied parrot										155		26	669	captivity	medium	acceptable						669,820,979
02097	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pionites	melanocephalus	Black-capped parrot										149		22.6	669	captivity	small	acceptable						669,820
02098	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pionopsitta	pileata	Pileated parrot										119		16.8	669	captivity	tiny	acceptable						669,820
02099	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pionus	maximiliani	Scaly-headed parrot										293		16.2	669	captivity	medium	acceptable						669,820,979
02100	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pionus	menstruus	Blue-headed parrot										251		20.6	669	captivity	medium	acceptable						669,820
02101	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	elegans	Crimson rosella										124.5		26.8	669	captivity	medium	acceptable						669,820
02102	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	eximius	Eastern rosella										104		27.4	669	captivity	medium	acceptable						669,820,979
02103	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	icterotis	Western rosella										63.3		13.2	669	captivity	small	questionable						669,820,979
02104	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	venustus	Northern rosella										89.5		19.1	669	captivity	tiny	acceptable						669,820
02105	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	cryptoxanthus	Brown-headed parrot										140		32.1	669	captivity	medium	acceptable						669,820
02106	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	gulielmi	Jardines parrot										275		21	669	captivity	medium	acceptable						669,820
02107	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	meyeri	Brown parrot										117.5		34.2	575	captivity	medium	acceptable						575,820
02108	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	robustus	Brown-necked parrot										344		29.7	669	captivity	medium	acceptable						669,820,979
02109	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	rueppellii	Ruppels parrot										116		34.3	669	captivity	small	acceptable						669,820
02110	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	rufiventris	Red-breasted parrot										120		33.4	575	captivity	medium	acceptable						575,820
02111	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	senegalus	Senegal parrot										155		40	669	captivity	large	acceptable						669
02112	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Polytelis	alexandrae	Alexandras parrot										104		23.9	669	captivity	medium	acceptable						669,820,979
02113	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Polytelis	anthopeplus	Regent parrot										170		13.8	669	captivity	medium	acceptable						669,820,979
02114	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Polytelis	swainsonii	Superb parrot										153		15.1	669	captivity	medium	acceptable						669,820,979
02115	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Primolius	maracana	Blue-winged macaw										256		31	669	captivity	small	acceptable						669,820,979
02116	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Probosciger	aterrimus	Palm cockatoo										841		56.3	669	captivity	medium	acceptable						669,820
02117	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Prosopeia	personata	Masked shining parrot												11.8	669	captivity	small	acceptable						669
02118	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Prosopeia	splendens	Crimson shining parrot												20.1	669	captivity	small	acceptable						669
02119	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Prosopeia	tabuensis	Red shining parrot										232	0.162			unknown	tiny	low						669,732,820,979
02120	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psephotus	dissimilis	Hooded parrot										55		18	669	captivity	small	acceptable						669
02121	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psephotus	haematonotus	Red-rumped parrot										61.4		12.2	669	captivity	medium	acceptable						669,820,979
02122	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psephotus	varius	Mulga parrot										61.5		11.8	669	captivity	small	acceptable						669,820,979
02123	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pseudeos	fuscata	Dusky lory										149		13.4	669	captivity	medium	acceptable						669,820,979
02124	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psilopsiagon	aymara	Sierra parakeet										30		8.5	669	captivity	small	acceptable						669,820
02125	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	alexandri	Red-breasted parakeet										147		23.3	669	captivity	medium	acceptable						669,820
02126	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	calthropae	Emeral-collared parakeet												14	669	captivity	small	questionable						669
02127	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	columboides	Malabar parakeet														unknown	small	low						669
02128	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	cyanocephala	Plum-headed parakeet										66		18.8	669	captivity	medium	questionable						669,820,979
02129	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	eupatria	Alexandrine parakeet										255		30	669	captivity	medium	acceptable						669,979
02130	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	krameri	Ring-necked parakeet										128		34	575	captivity	large	acceptable						575,669,979
02131	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittaculirostris	desmarestii	Large fig parrot										117		14.9	669	captivity	tiny	acceptable						669,820
02132	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittaculirostris	edwardsii	Edwards fig parrot												12	669	captivity	small	acceptable						669,979
02133	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittaculirostris	salvadorii	Salvadoris fig parrot										118		12	669	captivity	tiny	acceptable						669,820
02134	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacus	erithacus	African grey parrot										333	0.128	49.7	669	captivity	large	acceptable						575,669,732,820,821,979
02135	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psitteuteles	goldiei	Goldies lorikeet										51				unknown	small	low						669,979
02136	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psitteuteles	iris	Iris lorikeet												24.1	669	captivity	small	acceptable						669,979
02137	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittinus	cyanurus	Blue-rumped parrot											0.124	10.2	669	captivity	small	questionable						669,732
02138	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittrichas	fulgidus	Pesquets parrot										865		25	669	captivity	medium	acceptable						669,820,979
02139	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Purpureicephalus	spurius	Red-capped parrot										116		15.3	669	captivity	small	acceptable						669,820,979
02140	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pyrrhura	leucotis	White-eared conure												18.5	669	captivity	small	acceptable						669
02141	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pyrrhura	perlata	Crimson-bellied conure										87		14.3	669	captivity	small	acceptable						669,979
02142	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Rhynchopsitta	pachyrhyncha	Thick-billed parrot	730	730	26		3	1				360		33	669	captivity	medium	acceptable						445,669
02143	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Strigops	habroptila	Kakapo	3650	1825	30		2.5					1750		60	493	captivity	small	acceptable						492,493,820
02144	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Tanygnathus	megalorynchos	Great-billed parrot										325		23	575	captivity	small	acceptable						575,820
02145	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Tanygnathus	sumatranus	Blue-backed parrot										270.5		14.4	669	captivity	small	acceptable						669,820,979
02146	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	euteles	Olive-headed lorikeet										73.7		16	669	captivity	small	acceptable						669,820,979
02147	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	haematodus	Rainbow lorikeet										115.1		16.1	669	captivity	large	questionable						669,820,979
02148	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	johnstoniae	Mindana lorikeet										55.2		17.8	669	captivity	small	acceptable						669,820,979
02149	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	ornatus	Ornate lorikeet												19.4	669	captivity	medium	acceptable						669
02150	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Triclaria	malachitacea	Purple-bellied parrot										90		11.9	669	captivity	tiny	acceptable						669,820
02151	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Vini	australis	Blue-crowned lorikeet												13.6	669	captivity	medium	acceptable						669,979
02152	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Vini	peruviana	Blue lorikeet										29		18.4	669	captivity	tiny	acceptable						669,820,979
02153	Animalia	Chordata	Aves	Rheiformes	Rheidae	Rhea	americana	Greater rhea	426	426	36							23000				unknown	medium	low						820,995,1142
02154	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Aptenodytes	forsteri	Emperor penguin	1825	2007								29500				unknown	small	low						762,993
02155	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Aptenodytes	patagonicus	King penguin										13036.8	0.124	26	575	captivity	large	acceptable			25.889	13270		510,575,732,993
02156	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Eudyptula	minor	Little penguin			39							1105		16	986	wild	medium	acceptable						986,1143
02157	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Pygoscelis	papua	Gentoo penguin	730	730			2					5950				unknown	medium	low						820,993
02158	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	demersus	Jackass penguin										3135		27.3	969	wild	large	acceptable						820,969,993
02159	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	humboldti	Humboldt penguin										4379				unknown	medium	low						820,968,993
02160	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	magellanicus	Magellanic penguin	1040	1040	40		1					4000	0.069	30	587	wild	medium	acceptable						448,587,588,732
02161	Animalia	Chordata	Aves	Strigiformes	Strigidae	Aegolius	acadicus	Northern saw-whet owl	365	365	27		5.5	1		7.5		117.9		17.5		unknown	medium	acceptable			0.654	124		444,445,510
02162	Animalia	Chordata	Aves	Strigiformes	Strigidae	Aegolius	funereus	Boreal owl	365	365	27		5	1		9		120		15.9		unknown	medium	acceptable						444,445,729,1143
02163	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio	flammeus	Short-eared owl	365	365	25		6	1.5		16		406	0.098	21.8		unknown	medium	acceptable						437,444,445,729,732
02164	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio	otus	Long-eared owl	365	365	27		4.5	1		17.4		249.7	0.225	27.8	579	wild	small	acceptable			0.954	252		435,444,445,579,729,732
02165	Animalia	Chordata	Aves	Strigiformes	Strigidae	Athene	cunicularia	Burrowing owl	365	365	28		8	1.5		8.9		150		11	427	wild	medium	acceptable						427,437,444,445
02166	Animalia	Chordata	Aves	Strigiformes	Strigidae	Athene	noctua	Little owl	365	365								169		11.1	450	wild	medium	acceptable						450,729,820
02167	Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo	bubo	Eurasian eagle-owl	730	730								2686	0.12	68	543	captivity	large	acceptable						543,729,732,820
02168	Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo	scandiacus	Snowy owl	730	730	32		6	1		45		2042.5	0.148	28	445	captivity	small	acceptable			4.2244	2026		1,435,444,445,732,820
02169	Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo	virginianus	Great horned owl	730	730	27		3	1		34.7		1191.2	0.138	29	427	wild	medium	acceptable			5.2442	1450		427,435,437,444,445,732,820,1148
02170	Animalia	Chordata	Aves	Strigiformes	Strigidae	Glaucidium	passerinum	Eurasian pygmy-owl	365	365								65.5		6	450	wild	medium	acceptable						450,729,820,821
02171	Animalia	Chordata	Aves	Strigiformes	Strigidae	Megascops	asio	Eastern screech-owl	365	365	29		4	1		11		164.1	0.264	20.7		unknown	medium	acceptable			0.586	166		435,437,444,445,732
02172	Animalia	Chordata	Aves	Strigiformes	Strigidae	Megascops	kennicottii	Western screech-owl	365	365	30		4	1		14.05		205		19	445	captivity	small	acceptable						445,579
02173	Animalia	Chordata	Aves	Strigiformes	Strigidae	Micrathene	whitneyi	Elf owl	365		24		2	1				41		14	445	captivity	small	acceptable			0.259435	45.9		425,444,445,820
02174	Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus	flammeolus	Flammulated owl	365	365	22		3	1		7.5		55.5		8.1	1	wild	medium	acceptable						1,444,445,972
02175	Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus	scops	Common or Eurasian scops-owl	365	365								92		6.8	450	wild	medium	acceptable						450,729,820
02176	Animalia	Chordata	Aves	Strigiformes	Strigidae	Pulsatrix	perspicillata	Spectacled owl			36		2					770		25	448	captivity	medium	acceptable						448
02177	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	aluco	Tawny owl	365	365								520		22.4	450	wild	medium	acceptable						450,729,1143
02178	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	nebulosa	Great gray owl	365	365	30		2	1		37.5		1120		15.9	450	wild	small	acceptable						444,445,450,729,972
02179	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	occidentalis	Spotted owl	365	365	30		2					588.7		25	1	captivity	small	acceptable			2.675	571		1,435,437,444,445,820
02180	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	uralensis	Ural owl	365	365								784.5	0.106	23.8	450	wild	medium	acceptable						450,729,732,820
02181	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	varia	Barred owl	730	730	28		2	1		46		715		24	427	wild	medium	acceptable						427,444,445
02182	Animalia	Chordata	Aves	Strigiformes	Strigidae	Surnia	ulula	Northern hawk-owl			27		7	1		18		320		16.2	450	wild	medium	acceptable						445,450
02183	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	alba	Common barn-owl	365	365	33		6	2		15		580	0.17	34	445	wild	medium	acceptable						444,445,729,732
02184	Animalia	Chordata	Aves	Struthioniformes	Struthionidae	Struthio	camelus	Ostrich										111000		50	1	captivity	large	acceptable			69.6339	100000		1,435,820
02185	Animalia	Chordata	Aves	Suliformes	Anhingidae	Anhinga	anhinga	Anhinga	730	730	28		4					1080		16.4	1	captivity	tiny	acceptable			3.2258	1040		1,425,445
02186	Animalia	Chordata	Aves	Suliformes	Anhingidae	Anhinga	melanogaster	Darter										1486.6		16	1	captivity	small	acceptable						1,820
02187	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	andrewsi	Christmas Island frigatebird										1550		25.6	972	wild	medium	acceptable						972
02188	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	ariel	Lesser frigatebird										806	0.04	27.6	427	wild	medium	acceptable						427,732,820
02189	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	magnificens	Magnificent frigatebird	1826	1826	56		1	1				1078	0.042	34		unknown	medium	acceptable						444,445,732
02190	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	minor	Great frigatebird	1826	1826	56		1	1				1400	0.05	43	427	wild	medium	acceptable						427,445,732
