Table S4

A list of the species in the analysis, their geometric mean clutch size (Clutch), sources used for their
geographic distributions (Range) and for data on clutch sizes and intrinsic variables (Traits). For
details on source abbreviations see Fig. S1 and Table S5.

Order              Family          Species                       Clutch   Range Traits
Ciconiiformes   Ardeidae            Botaurus lentiginosus        3.7        1   HBW1
Ciconiiformes   Ardeidae            Botaurus pinnatus            2.4        1   HBW1
Ciconiiformes   Ardeidae            Botaurus stellaris           4.6        1   HBW1
Ciconiiformes   Ardeidae            Botaurus poiciloptilus       4.2        1   HBW1
Ciconiiformes   Ardeidae            Agamia agami                 2.8        1   HBW1
Ciconiiformes   Ardeidae            Nycticorax nycticorax        3.9        1   HBW1
Ciconiiformes   Ardeidae            Nycticorax caledonicus       3.2        1   HBW1
Ciconiiformes   Ardeidae            Gorsachius leuconotus        3.2        1   HBW1
Ciconiiformes   Ardeidae            Gorsachius goisagi           3.5        1   HBW1
Ciconiiformes   Ardeidae            Gorsachius melanolophus      3.9        1   HBW1
Ciconiiformes   Ardeidae            Syrigma sibilatrix           3.5        1   HBW1
Ciconiiformes   Ardeidae            Egretta rufescens            3.5        1   HBW1
Ciconiiformes   Ardeidae            Egretta vinaceigula          2.4        1   HBW1
Ciconiiformes   Ardeidae            Egretta ardesiaca            2.8        1   HBW1
Ciconiiformes   Ardeidae            Egretta tricolor             3.5        1   HBW1
Ciconiiformes   Ardeidae            Egretta novaehollandiae      3.9        1   HBW1
Ciconiiformes   Ardeidae            Egretta garzetta             3.5        1   HBW1
Ciconiiformes   Ardeidae            Egretta thula                3.2        1   HBW1
Ciconiiformes   Ardeidae            Egretta eulophotes           3.2        1   HBW1
Ciconiiformes   Ardeidae            Ardea cinerea                3.9        1   HBW1
Ciconiiformes   Ardeidae            Ardea herodias               3.7        1   HBW1
Ciconiiformes   Ardeidae            Ardea cocoi                  2.8        1   HBW1
Ciconiiformes   Ardeidae            Ardea pacifica               3.5        1   HBW1
Ciconiiformes   Ardeidae            Ardea melanocephala          3.5        1   HBW1
Ciconiiformes   Ardeidae            Ardea humbloti               3.0        1   HBW1
Ciconiiformes   Ardeidae            Ardea goliath                3.0        1   HBW1
Ciconiiformes   Ardeidae            Ardea insignis               4.0        1   HBW1
Ciconiiformes   Ardeidae            Ardea sumatrana              2.0        1   HBW1
Ciconiiformes   Ardeidae            Ardea purpurea               4.0        1   HBW1
Ciconiiformes   Ardeidae            Ardea picata                 2.8        1   HBW1
Ciconiiformes   Ardeidae            Ardea alba                   3.9        1   HBW1
Ciconiiformes   Ardeidae            Ardea intermedia             3.5        1   HBW1
Ciconiiformes   Ardeidae            Ardeola ralloides            3.7        1   HBW1
Ciconiiformes   Ardeidae            Ardeola grayii               3.9        1   HBW1
Ciconiiformes   Ardeidae            Ardeola bacchus              4.0        1   HBW1
Ciconiiformes   Ardeidae            Ardeola speciosa             3.2        1   HBW1
Ciconiiformes   Ardeidae            Ardeola idae                 2.8        1   HBW1
Ciconiiformes   Ardeidae            Ardeola rufiventris          2.0        1   HBW1
Ciconiiformes   Scopidae            Scopus umbretta              4.2        1   HBW1
Ciconiiformes   Phoenicopteridae    Phoenicopterus ruber         1.0        1   HBW1
Ciconiiformes   Phoenicopteridae    Phoenicopterus chilensis     1.0        1   HBW1
Ciconiiformes   Phoenicopteridae    Phoenicopterus minor         1.0        1   HBW1
Ciconiiformes   Phoenicopteridae    Phoenicopterus andinus       1.0        1   HBW1
Ciconiiformes   Phoenicopteridae    Phoenicopterus jamesi        1.0        1   HBW1
Ciconiiformes   Threskiornithidae   Eudocimus albus              2.4        1   HBW1
Ciconiiformes   Threskiornithidae   Eudocimus ruber              2.0        1   HBW1
Ciconiiformes   Threskiornithidae   Phimosus infuscatus          3.5        1   HBW1
Ciconiiformes   Threskiornithidae   Plegadis falcinellus         3.5        1   HBW1
Ciconiiformes   Threskiornithidae   Plegadis chihi               3.0        1   HBW1
Ciconiiformes   Threskiornithidae   Plegadis ridgwayi            2.0        1   HBW1
Ciconiiformes   Threskiornithidae   Theristicus caerulescens     2.4        1   HBW1
Ciconiiformes   Threskiornithidae   Theristicus caudatus         2.8        1   HBW1
Ciconiiformes   Threskiornithidae   Theristicus melanopis        2.4        1   HBW1
Ciconiiformes   Threskiornithidae   Bostrychia hagedash          2.4        1   HBW1


Table S4                                                                               Page 36 of 85
Order           Family              Species                     Clutch    Range Traits
Ciconiiformes   Threskiornithidae   Bostrychia carunculata          2.4       1   HBW1
Ciconiiformes   Threskiornithidae   Bostrychia olivacea             3.0       1   HBW1
Ciconiiformes   Threskiornithidae   Bostrychia rara                 2.0       1   HBW1
Ciconiiformes   Threskiornithidae   Geronticus eremita              2.8       1   HBW1
Ciconiiformes   Threskiornithidae   Geronticus calvus               1.7       1   HBW1
Ciconiiformes   Threskiornithidae   Lophotibis cristata             3.0       1   HBW1
Ciconiiformes   Threskiornithidae   Threskiornis aethiopicus        2.4       1   HBW1
Ciconiiformes   Threskiornithidae   Threskiornis melanocephalus     2.8       1   HBW1
Ciconiiformes   Threskiornithidae   Threskiornis molucca            2.0       1   HBW1
Ciconiiformes   Threskiornithidae   Threskiornis spinicollis        3.2       1   HBW1
Ciconiiformes   Threskiornithidae   Pseudibis papillosa             2.8       1   HBW1
Ciconiiformes   Threskiornithidae   Pseudibis davisoni              2.8       1   HBW1
Ciconiiformes   Threskiornithidae   Pseudibis gigantea              2.4       1   HBW1
Ciconiiformes   Threskiornithidae   Nipponia nippon                 3.0       1   HBW1
Ciconiiformes   Threskiornithidae   Platalea leucorodia             3.5       1   HBW1
Ciconiiformes   Threskiornithidae   Platalea regia                  3.0       1   HBW1
Ciconiiformes   Threskiornithidae   Platalea alba                   2.4       1   HBW1
Ciconiiformes   Threskiornithidae   Platalea minor                  4.9       1   HBW1
Ciconiiformes   Threskiornithidae   Platalea flavipes               3.0       1   HBW1
Ciconiiformes   Threskiornithidae   Ajaia ajaja                     2.4       1   HBW1
Ciconiiformes   Pelecanidae         Balaeniceps rex                 1.7       1   HBW1
Ciconiiformes   Pelecanidae         Pelecanus onocrotalus           1.7       1   HBW1
Ciconiiformes   Pelecanidae         Pelecanus rufescens             1.7       1   HBW1
Ciconiiformes   Pelecanidae         Pelecanus crispus               2.0       1   HBW1
Ciconiiformes   Pelecanidae         Pelecanus philippensis          3.5       1   HBW1
Ciconiiformes   Pelecanidae         Pelecanus conspicillatus        2.0       1   HBW1
Ciconiiformes   Pelecanidae         Pelecanus erythrorhynchos       2.0       1   HBW1
Ciconiiformes   Pelecanidae         Pelecanus occidentalis          2.4       1   HBW1
Ciconiiformes   Ciconiidae          Coragyps atratus                2.0       1   HBW2
Ciconiiformes   Ciconiidae          Cathartes aura                  2.0       1   HBW2
Ciconiiformes   Ciconiidae          Gymnogyps californianus         1.0       1   HBW2
Ciconiiformes   Ciconiidae          Mycteria americana              3.2       1   HBW1
Ciconiiformes   Ciconiidae          Mycteria cinerea                2.0       1   HBW1
Ciconiiformes   Ciconiidae          Mycteria ibis                   2.4       1   HBW1
Ciconiiformes   Ciconiidae          Mycteria leucocephala           3.2       1   HBW1
Ciconiiformes   Ciconiidae          Anastomus oscitans              3.2       1   HBW1
Ciconiiformes   Ciconiidae          Anastomus lamelligerus          3.2       1   HBW1
Ciconiiformes   Ciconiidae          Ciconia nigra                   3.5       1   HBW1
Ciconiiformes   Ciconiidae          Ciconia abdimii                 2.4       1   HBW1
Ciconiiformes   Ciconiidae          Ciconia episcopus               2.8       1   HBW1
Ciconiiformes   Ciconiidae          Ciconia stormi                  2.0       1   HBW1
Ciconiiformes   Ciconiidae          Ciconia maguari                 2.8       1   HBW1
Ciconiiformes   Ciconiidae          Ciconia ciconia                 2.6       1   HBW1
Ciconiiformes   Ciconiidae          Ciconia boyciana                3.5       1   HBW1
Ciconiiformes   Ciconiidae          Ephippiorhynchus asiaticus      3.2       1   HBW1
Ciconiiformes   Ciconiidae          Ephippiorhynchus senegalensis   2.2       1   HBW1
Ciconiiformes   Ciconiidae          Jabiru mycteria                 3.2       1   HBW1
Ciconiiformes   Ciconiidae          Leptoptilos javanicus           2.8       1   HBW1
Ciconiiformes   Ciconiidae          Leptoptilos crumeniferus        2.0       1   HBW1
Ciconiiformes   Ciconiidae          Leptoptilos dubius              2.8       1   HBW1
Ciconiiformes   Gaviidae            Gavia stellata                  1.7       1   HBW1
Ciconiiformes   Gaviidae            Gavia arctica                   1.7       1   HBW1
Ciconiiformes   Gaviidae            Gavia immer                     1.7       1   HBW1
Ciconiiformes   Gaviidae            Gavia adamsii                   2.0       1   HBW1
Passeriformes   Pittidae            Pitta phayrei                   4.0       7   HBW8, Birds of Southeast Asia
Passeriformes   Pittidae            Pitta nipalensis                3.9       7   HBW8, Book of Indian Birds
Passeriformes   Pittidae            Pitta soror                     3.0       7   HBW8, Birds of Southeast Asia
Passeriformes   Pittidae            Pitta oatesi                    3.5       7   HBW8, Birds of Southeast Asia
Passeriformes   Pittidae            Pitta caerulea                  2.4       7   HBW8, Birds of Southeast Asia
Passeriformes   Pittidae            Pitta cyanea                    5.3       7   HBW8, Birds of Southeast Asia
Passeriformes   Pittidae            Pitta guajana                   3.2       7   HBW8, Birds of Southeast Asia
Passeriformes   Pittidae            Pitta elliotii                  2.8       7   HBW8, Birds of Southeast Asia
Passeriformes   Pittidae            Pitta gurneyi                   3.9       7   HBW8, Birds of Southeast Asia


Table S4                                                                                                          Page 37 of 85
Order           Family         Species                     Clutch    Range Traits
Passeriformes   Pittidae       Pitta baudii                    2.0         7   HBW8, PittasEtc
Passeriformes   Pittidae       Pitta sordida                   3.2       7,8   HBW8, Birds of Southeast Asia, HBW8
Passeriformes   Pittidae       Pitta maxima                    1.0         7   HBW8, PittasEtc
Passeriformes   Pittidae       Pitta erythrogaster             2.8    7,8,10   HBW8, Handbook of Australian, New Zeeland and Antarctic Birds, HB
Passeriformes   Pittidae       Pitta arquata                   2.0         7   HBW8, PittasEtc
Passeriformes   Pittidae       Pitta granatina                 2.0         7   HBW8, Birds of Southeast Asia
Passeriformes   Pittidae       Pitta ussheri                   2.0        14   HBW8, Birds of Southeast Asia
Passeriformes   Pittidae       Pitta venusta                   2.4         7   HBW8, PittasEtc
Passeriformes   Pittidae       Pitta angolensis                3.0         5   HBW8, BA
Passeriformes   Pittidae       Pitta reichenowi                2.4         5   HBW8, BA
Passeriformes   Pittidae       Pitta brachyura                 4.9         7   HBW8, PittasEtc
Passeriformes   Pittidae       Pitta nympha                    4.9         7   HBW8, Birds of Southeast Asia
Passeriformes   Pittidae       Pitta moluccensis               4.6         7   HBW8, Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Pittidae       Pitta megarhyncha               2.8         7   HBW8, Birds of Southeast Asia
Passeriformes   Pittidae       Pitta elegans                   2.4         7   HBW8, PittasEtc
Passeriformes   Pittidae       Pitta iris                      3.9        10   HBW8, Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Pittidae       Pitta versicolor                3.9      8,10   HBW8, Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Eurylaimidae   Smithornis capensis             2.4         5   HBW8, BA
Passeriformes   Eurylaimidae   Smithornis sharpei              2.0         5   HBW8, BA
Passeriformes   Eurylaimidae   Smithornis rufolateralis        2.0         5   HBW8, BA
Passeriformes   Eurylaimidae   Corydon sumatranus              2.8         7   HBW8, Birds of Southeast Asia
Passeriformes   Eurylaimidae   Cymbirhynchus macrorhynchos     2.8         7   HBW8, HBW8
Passeriformes   Eurylaimidae   Eurylaimus javanicus            2.4         7   HBW8, Birds of Southeast Asia
Passeriformes   Eurylaimidae   Eurylaimus ochromalus           2.4         7   HBW8, Birds of Southeast Asia
Passeriformes   Eurylaimidae   Eurylaimus steerii              1.0         7   HBW8, HBW8
Passeriformes   Eurylaimidae   Serilophus lunatus              3.7         7   HBW8, Birds of Southeast Asia
Passeriformes   Eurylaimidae   Psarisomus dalhousiae           5.7         7   HBW8, Birds of Southeast Asia
Passeriformes   Eurylaimidae   Calyptomena viridis             1.7         7   HBW8, Birds of Southeast Asia
Passeriformes   Eurylaimidae   Calyptomena hosii               2.8         7   HBW8, HBW8
