Table S4

A list of the species in the analysis, their geometric mean clutch size (Clutch), sources used for their
geographic distributions (Range) and for data on clutch sizes and intrinsic variables (Traits). For
details on source abbreviations see Fig. S1 and Table S5.

Order              Family          Species                       Clutch   Range Traits
Passeriformes   Priniidae      Prinia criniger                 4.6               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Priniidae      Prinia polychroa                4.0               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Priniidae      Prinia atrogularis              3.9               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Priniidae      Prinia buchanani                4.5               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Priniidae      Prinia rufescens                3.5               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Priniidae      Prinia hodgsonii                3.5               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Priniidae      Prinia gracilis                 3.9         3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Priniidae      Prinia sylvatica                3.9               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Priniidae      Prinia familiaris               2.8               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Priniidae      Prinia flaviventris             3.5               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Priniidae      Prinia socialis                 3.9               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Priniidae      Prinia subflava                 3.5               5   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Priniidae      Prinia somalica                 4.0               5   HBW11, BA
Passeriformes   Priniidae      Prinia inornata                 4.2               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Priniidae      Prinia fluviatilis              4.0               5   HBW11, BA
Passeriformes   Priniidae      Prinia flavicans                3.5               5   HBW11, BA


Table S4                                                                                                                                 Page 67 of 85
Order           Family         Species                     Clutch       Range Traits
Passeriformes   Priniidae      Prinia maculosa               3.0                 5   HBW11, BA
Passeriformes   Priniidae      Prinia robertsi               2.4                14   HBW11, BA
Passeriformes   Priniidae      Prinia leucopogon             2.0                14   HBW11, BA
Passeriformes   Priniidae      Prinia bairdii                2.4                 5   HBW11, BA
Passeriformes   Priniidae      Phragmacia substriata         3.0                 5   HBW11, BA
Passeriformes   Priniidae      Heliolais erythroptera        2.4                 5   HBW11, BA
Passeriformes   Priniidae      Malcorus pectoralis           3.9                 5   HBW11, BA
Passeriformes   Priniidae      Spiloptila clamans            3.5                 5   HBW11, BA
Passeriformes   Priniidae      Spiloptila rufifrons          3.5                14   HBW11, BA
Passeriformes   Priniidae      Phyllolais pulchella          2.4                 5   HBW11, BA
Passeriformes   Priniidae      Apalis pulchra                2.4                 5   HBW11, BA
Passeriformes   Priniidae      Apalis ruwenzorii             2.0                 5   HBW11, BA
Passeriformes   Priniidae      Apalis thoracica              3.0                 5   HBW11, BA
Passeriformes   Priniidae      Apalis jacksoni               2.0                 5   HBW11, BA
Passeriformes   Priniidae      Apalis chariessa              2.4                 5   HBW11, BA
Passeriformes   Priniidae      Apalis binotata               1.4                 5   HBW11, BA
Passeriformes   Priniidae      Apalis flavida                2.8                 5   HBW11, BA
Passeriformes   Priniidae      Apalis ruddi                  2.0                 5   HBW11, BA
Passeriformes   Priniidae      Apalis sharpii                3.0                 5   HBW11, BA
Passeriformes   Priniidae      Apalis melanocephala          2.4                 5   HBW11, BA
Passeriformes   Priniidae      Apalis cinerea                3.0                 5   HBW11, BA
Passeriformes   Priniidae      Hypergerus atriceps           2.4                 5   HBW11, BA
Passeriformes   Priniidae      Eminia lepida                 2.4                 5   HBW11, BA
Passeriformes   Priniidae      Camaroptera brachyura         3.0                 5   HBW11, BA
Passeriformes   Priniidae      Camaroptera superciliaris     3.0                 5   HBW11, BA
Passeriformes   Priniidae      Camaroptera chloronota        2.0                 5   HBW11, BA
Passeriformes   Priniidae      Calamonastes simplex          3.5                 5   HBW11, BA
Passeriformes   Priniidae      Calamonastes undosus          2.4                 5   HBW11, BA
Passeriformes   Priniidae      Calamonastes fasciolatus      2.0                 5   HBW11, BA
Passeriformes   Priniidae      Poliolais lopezi              1.4                 5   HBW11, BA
Passeriformes   Priniidae      Euryptila subcinnamomea       2.4                 5   HBW11, BA
Passeriformes   Zosteropidae   Zosterops senegalensis        2.0                 5   BA
Passeriformes   Zosteropidae   Zosterops vaughani            2.0                 5   BA
Passeriformes   Zosteropidae   Zosterops poliogaster         2.4                 5   BA
Passeriformes   Zosteropidae   Zosterops abyssinicus         2.8               4,5   BA
Passeriformes   Zosteropidae   Zosterops pallidus            2.8                 5   BA
Passeriformes   Zosteropidae   Zosterops maderaspatanus      2.4              6,13   Guide to the Birds of Madagascar
Passeriformes   Zosteropidae   Zosterops palpebrosus         2.8                 7   Birds of Southeast Asia
Passeriformes   Zosteropidae   Zosterops japonicus           2.8              7,11   Birds of Southeast Asia
Passeriformes   Zosteropidae   Zosterops citrinellus         2.8              7,10   Complete Book of Australian Birds, BWAL
Passeriformes   Zosteropidae   Zosterops hypoxanthus         2.4                 8   BPNG
Passeriformes   Zosteropidae   Zosterops novaeguineae        2.0                 8   BPNG
Passeriformes   Zosteropidae   Zosterops luteus              3.5                10   Complete Book of Australian Birds
Passeriformes   Zosteropidae   Zosterops griseotinctus       2.0               8,9   BPNG
Passeriformes   Zosteropidae   Zosterops lateralis           2.8    9,10,11,12,13    Complete Book of Australian Birds
Passeriformes   Sylviidae      Tesia castaneocoronata        2.0                 7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae      Tesia cyaniventer             3.9                 7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae      Cettia pallidipes             3.5                 7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae      Cettia diphone                4.2              7,11   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae      Cettia ruficapilla            2.0                11   HBW11, BHTP
Passeriformes   Sylviidae      Cettia fortipes               3.9                 7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae      Cettia flavolivacea           3.5                 7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae      Cettia acanthizoides          2.4                 7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae      Cettia brunnifrons            3.9                 7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae      Cettia cetti                  4.5           3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae      Bradypterus baboecala         2.4                 5   HBW11, BA
Passeriformes   Sylviidae      Bradypterus sylvaticus        2.4                 5   HBW11, BA
Passeriformes   Sylviidae      Bradypterus lopezi            2.4                 5   HBW11, BA
Passeriformes   Sylviidae      Bradypterus barratti          2.0                 5   HBW11, BA
Passeriformes   Sylviidae      Bradypterus cinnamomeus       2.4                 5   HBW11, BA
Passeriformes   Sylviidae      Bradypterus victorini         2.4                 5   HBW11, BA
Passeriformes   Sylviidae      Bradypterus thoracicus        3.5                 7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae      Bradypterus major             3.5                 7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast


Table S4                                                                                                                                 Page 68 of 85
Order           Family      Species                       Clutch     Range Traits
Passeriformes   Sylviidae   Bradypterus luteoventris        3.9               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Bathmocercus cerviniventris     2.0               5   HBW11, BA
Passeriformes   Sylviidae   Bathmocercus rufus              2.0               5   HBW11, BA
Passeriformes   Sylviidae   Nesillas typica                 2.0            6,13   HBW11, Guide to the Birds of Madagascar
Passeriformes   Sylviidae   Thamnornis chloropetoides       3.0               6   HBW11, Guide to the Birds of Madagascar
Passeriformes   Sylviidae   Melocichla mentalis             2.4               5   HBW11, BA
Passeriformes   Sylviidae   Sphenoeacus afer                2.4               5   HBW11, BA
Passeriformes   Sylviidae   Locustella lanceolata           3.9               7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Locustella naevia               5.5         3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Locustella certhiola            4.9             4,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Locustella ochotensis           5.5               7   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Locustella pleskei              3.9               7   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Locustella fluviatilis          4.9         3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Locustella luscinioides         4.5         3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Locustella fasciolata           3.5             7,8   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Locustella pryeri               5.5               7   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Acrocephalus melanopogon        3.9         3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Acrocephalus paludicola         4.9           3,4,5   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Acrocephalus schoenobaenus      5.5         3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Acrocephalus bistrigiceps       4.9               7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Acrocephalus agricola           4.2           3,4,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Acrocephalus concinens          3.5               7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Acrocephalus scirpaceus         3.9         3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Acrocephalus baeticatus         2.4             4,5   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Acrocephalus dumetorum          4.2           3,4,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Acrocephalus palustris          3.9           3,4,5   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Acrocephalus arundinaceus       4.2       3,4,5,7,8   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Acrocephalus stentoreus         4.2    3,4,5,7,8,10   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Acrocephalus australis          2.4             8,9   HBW11, BPNG
Passeriformes   Sylviidae   Acrocephalus rufescens          2.4               5   HBW11, BA
Passeriformes   Sylviidae   Acrocephalus gracilirostris     2.4               5   HBW11, BA
Passeriformes   Sylviidae   Acrocephalus newtoni            3.0               6   HBW11, Guide to the Birds of Madagascar
Passeriformes   Sylviidae   Acrocephalus aedon              4.9               7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Hippolais caligata              4.9           3,4,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Hippolais rama                  4.9               4   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Hippolais pallida               3.0           3,4,5   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Hippolais languida              4.5         3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Hippolais olivetorum            3.5           3,4,5   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Hippolais polyglotta            3.9           3,4,5   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Hippolais icterina              4.5         3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Chloropeta natalensis           2.0               5   HBW11, BA
Passeriformes   Sylviidae   Chloropeta similis              2.0               5   HBW11, BA
Passeriformes   Sylviidae   Chloropeta gracilirostris       2.4               5   HBW11, BA
Passeriformes   Sylviidae   Orthotomus metopias             2.0              14   HBW11, BA
Passeriformes   Sylviidae   Orthotomus cuculatus            3.5               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Orthotomus sutorius             3.5               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Orthotomus atrogularis          3.2               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Orthotomus castaneiceps         2.4               7   HBW11, Birds of Phillippines
Passeriformes   Sylviidae   Orthotomus frontalis            2.4               7   HBW11, Birds of Phillippines
Passeriformes   Sylviidae   Orthotomus sericeus             2.4               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Orthotomus ruficeps             2.4               7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Eremomela icteropygialis        1.7               5   HBW11, BA
Passeriformes   Sylviidae   Eremomela flavicrissalis        1.4               5   HBW11, BA
Passeriformes   Sylviidae   Eremomela pusilla               2.0               5   HBW11, BA
Passeriformes   Sylviidae   Eremomela scotops               2.0               5   HBW11, BA
Passeriformes   Sylviidae   Eremomela gregalis              3.5               5   HBW11, BA
Passeriformes   Sylviidae   Eremomela atricollis            2.0               5   HBW11, BA
Passeriformes   Sylviidae   Eremomela usticollis            2.0               5   HBW11, BA
Passeriformes   Sylviidae   Sylvietta virens                2.0               5   HBW11, BA
Passeriformes   Sylviidae   Sylvietta denti                 1.0               5   HBW11, BA
Passeriformes   Sylviidae   Sylvietta leucophrys            2.0               5   HBW11, BA
Passeriformes   Sylviidae   Sylvietta brachyura             2.0               5   HBW11, BA
Passeriformes   Sylviidae   Sylvietta ruficapilla           2.0               5   HBW11, BA


Table S4                                                                                                                              Page 69 of 85
Order           Family      Species                     Clutch   Range Traits
Passeriformes   Sylviidae   Sylvietta whytii              2.0            5   HBW11, BA
Passeriformes   Sylviidae   Sylvietta isabellina          2.0            5   HBW11, BA
Passeriformes   Sylviidae   Sylvietta rufescens           2.0            5   HBW11, BA
Passeriformes   Sylviidae   Hylia prasina                 1.0            5   HBW11, BA
Passeriformes   Sylviidae   Phylloscopus laetus           2.0            5   HBW11, BA
Passeriformes   Sylviidae   Phylloscopus ruficapillus     2.8            5   HBW11, BA
Passeriformes   Sylviidae   Phylloscopus herberti         3.0            5   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus budongoensis     3.0            5   HBW11, BA
Passeriformes   Sylviidae   Phylloscopus umbrovirens      2.4          4,5   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Phylloscopus trochilus        5.7      3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus collybita        5.5      3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Phylloscopus sindianus        3.2            4   HBW11, my.ort.org.il/holon/birds/bf45.html
Passeriformes   Sylviidae   Phylloscopus neglectus        3.9          4,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus bonelli          3.9        3,4,5   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Phylloscopus orientalis       4.9          3,4   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus sibilatrix       5.9      3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus fuscatus         4.9          4,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus affinis          3.9            7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus subaffinis       4.0            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Phylloscopus griseolus        4.5          4,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus armandii         4.5            7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus pulcher          3.5            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Phylloscopus proregulus       4.9          4,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus chloronotus      3.9            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Phylloscopus sichuanensis     3.9           14   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Phylloscopus subviridis       3.5          4,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus inornatus        5.3          4,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus humei            4.5            4   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus borealis         5.9    2,3,4,7,8   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus trochiloides     4.6        3,4,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus nitidus          4.5            4   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus tenellipes       5.5            7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus borealoides      4.9            7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus magnirostris     3.9            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Phylloscopus tytleri          4.5            7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus occipitalis      3.5          4,7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus coronatus        5.3            7   HBW11, Warblers of Europe, Asia and North Africa; EMN
Passeriformes   Sylviidae   Phylloscopus reguloides       4.5            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Phylloscopus cantator         3.5            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Phylloscopus trivirgatus      2.0          7,8   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Seicercus xanthoschistos      3.9            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Seicercus affinis             4.5            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Seicercus poliogenys          4.0            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Seicercus castaniceps         3.9            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Seicercus montis              2.0            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Abroscopus albogularis        3.9            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Abroscopus schisticeps        4.5            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Abroscopus superciliaris      3.2            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Hyliota flavigaster           2.0            5   HBW11, BA
Passeriformes   Sylviidae   Hyliota australis             3.0            5   HBW11, BA
Passeriformes   Sylviidae   Megalurus timoriensis         2.8       7,8,10   HBW11, Complete Book of Australian Birds
Passeriformes   Sylviidae   Megalurus palustris           3.5            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast
Passeriformes   Sylviidae   Megalurus albolimbatus        3.0            8   HBW11, BPNG
Passeriformes   Sylviidae   Megalurus gramineus           3.9         8,10   HBW11, Complete Book of Australian Birds
Passeriformes   Sylviidae   Megalurus punctatus           1.7       12,13    HBW11, BNZ
Passeriformes   Sylviidae   Cincloramphus cruralis        3.5           10   HBW11, Complete Book of Australian Birds
Passeriformes   Sylviidae   Cincloramphus mathewsi        3.5           10   HBW11, Complete Book of Australian Birds
Passeriformes   Sylviidae   Eremiornis carteri            2.0           10   HBW11, Complete Book of Australian Birds
Passeriformes   Sylviidae   Megalurulus mariei            1.7            9   HBW11, BPNG
Passeriformes   Sylviidae   Megalurulus whitneyi          2.0            9   HBW11, BPNG
Passeriformes   Sylviidae   Megalurulus rubiginosus       2.0            8   HBW11, BPNG
Passeriformes   Sylviidae   Chaetornis striatus           3.9            7   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Graminicola bengalensis       4.0            7   HBW11, Warblers of Europe, Asia and North Africa; Birds of Southeast


Table S4                                                                                                                         Page 70 of 85
Order           Family      Species                    Clutch   Range Traits
Passeriformes   Sylviidae   Schoenicola brevirostris     2.4          5   HBW11, BA
Passeriformes   Sylviidae   Schoenicola platyura         2.4          7   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Garrulax cinereifrons        3.0          7   BIP
Passeriformes   Sylviidae   Garrulax perspicillatus      3.2          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Garrulax albogularis         3.0          7   BIP
Passeriformes   Sylviidae   Garrulax leucolophus         4.0          7   BIP
Passeriformes   Sylviidae   Garrulax monileger           4.5          7   BIP
Passeriformes   Sylviidae   Garrulax pectoralis          3.9      7,11    BIP
Passeriformes   Sylviidae   Garrulax lugubris            2.0          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Garrulax striatus            2.0          7   BIP
Passeriformes   Sylviidae   Garrulax ruficollis          3.5          7   BIP
Passeriformes   Sylviidae   Garrulax nuchalis            3.0          7   BIP
Passeriformes   Sylviidae   Garrulax chinensis           3.9          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Garrulax galbanus            3.0          7   BIP
Passeriformes   Sylviidae   Garrulax delesserti          3.0          7   BIP
Passeriformes   Sylviidae   Garrulax gularis             3.0          7   BIP
Passeriformes   Sylviidae   Garrulax cineraceus          2.4          7   BIP
Passeriformes   Sylviidae   Garrulax rufogularis         3.0          7   BIP
Passeriformes   Sylviidae   Garrulax ocellatus           2.0          7   BIP
Passeriformes   Sylviidae   Garrulax caerulatus          3.0      7,11    BIP
Passeriformes   Sylviidae   Garrulax mitratus            2.0          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Garrulax merulinus           2.4          7   BIP
Passeriformes   Sylviidae   Garrulax canorus             3.2      7,11    Birds of Southeast Asia
Passeriformes   Sylviidae   Garrulax sannio              3.5          7   BIP
Passeriformes   Sylviidae   Garrulax cachinnans          2.4          7   BIP
Passeriformes   Sylviidae   Garrulax jerdoni             2.0          7   BIP
Passeriformes   Sylviidae   Garrulax lineatus            3.0          7   BIP
Passeriformes   Sylviidae   Garrulax virgatus            2.4          7   BIP
Passeriformes   Sylviidae   Garrulax austeni             3.5          7   BIP
Passeriformes   Sylviidae   Garrulax squamatus           2.4          7   BIP
Passeriformes   Sylviidae   Garrulax subunicolor         3.5          7   BIP
Passeriformes   Sylviidae   Garrulax variegatus          3.0          7   BIP
Passeriformes   Sylviidae   Garrulax henrici             2.4          7   BIP
Passeriformes   Sylviidae   Garrulax affinis             2.4          7   BIP
Passeriformes   Sylviidae   Garrulax erythrocephalus     2.4          7   BIP
Passeriformes   Sylviidae   Garrulax milnei              2.4          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Modulatrix stictigula        2.0         14   BA
Passeriformes   Sylviidae   Trichastoma rostratum        2.0          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Trichastoma bicolor          2.0          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Malacocincla abbotti         3.9          7   BIP
Passeriformes   Sylviidae   Malacocincla sepiarium       2.0          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Malacocincla malaccensis     2.4          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Malacopteron magnirostre     2.0          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Malacopteron affine          2.0          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Malacopteron cinereum        2.0          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Malacopteron magnum          2.0          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Illadopsis cleaveri          2.0          5   BA
Passeriformes   Sylviidae   Illadopsis albipectus        2.0          5   BA
Passeriformes   Sylviidae   Illadopsis puveli            2.0          5   BA
Passeriformes   Sylviidae   Illadopsis rufipennis        2.0          5   BA
Passeriformes   Sylviidae   Illadopsis fulvescens        2.0          5   BA
Passeriformes   Sylviidae   Illadopsis pyrrhoptera       2.0          5   BA
Passeriformes   Sylviidae   Kenopia striata              2.0          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Neomixis tenella             2.0          6   Guide to the Birds of Madagascar
Passeriformes   Sylviidae   Neomixis striatigula         3.9          6   Guide to the Birds of Madagascar
Passeriformes   Sylviidae   Neomixis flavoviridis        2.0          6   Guide to the Birds of Madagascar
Passeriformes   Sylviidae   Macronous gularis            3.5          7   BIP
Passeriformes   Sylviidae   Macronous kelleyi            4.0          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Macronous striaticeps        3.0          7   Birds of Phillippines
Passeriformes   Sylviidae   Macronous ptilosus           2.4          7   Birds of Southeast Asia
Passeriformes   Sylviidae   Turdoides nipalensis         3.5          7   BIP
Passeriformes   Sylviidae   Turdoides altirostris        3.5        3,4   EMN
Passeriformes   Sylviidae   Turdoides caudatus           3.5      3,4,7   BIP, EMN


Table S4                                                                                                                     Page 71 of 85
Order           Family      Species                     Clutch   Range Traits
Passeriformes   Sylviidae   Turdoides earlei              3.5           7   BIP
Passeriformes   Sylviidae   Turdoides gularis             3.9           7   Birds of Southeast Asia
Passeriformes   Sylviidae   Turdoides longirostris        3.9           7   Birds of Southeast Asia
Passeriformes   Sylviidae   Turdoides malcolmi            3.5           7   BIP
Passeriformes   Sylviidae   Turdoides squamiceps          3.9         3,4   EMN
Passeriformes   Sylviidae   Turdoides fulvus              4.5       3,4,5   BA, EMN
Passeriformes   Sylviidae   Turdoides aylmeri             2.0           5   BA
Passeriformes   Sylviidae   Turdoides rubiginosus         2.4           5   BA
Passeriformes   Sylviidae   Turdoides subrufus            4.0           7   BIP
Passeriformes   Sylviidae   Turdoides striatus            4.9           7   BIP
Passeriformes   Sylviidae   Turdoides rufescens           2.4           7   BIP
Passeriformes   Sylviidae   Turdoides affinis             3.5           7   BIP
Passeriformes   Sylviidae   Turdoides reinwardii          2.4           5   BA
Passeriformes   Sylviidae   Turdoides tenebrosus          2.4           5   BA
Passeriformes   Sylviidae   Turdoides melanops            3.2           5   BA
Passeriformes   Sylviidae   Turdoides leucopygius         3.2           5   BA
Passeriformes   Sylviidae   Turdoides hartlaubii          3.2           5   BA
Passeriformes   Sylviidae   Turdoides bicolor             3.2           5   BA
Passeriformes   Sylviidae   Turdoides sharpei             3.2           5   BA
Passeriformes   Sylviidae   Turdoides hypoleucus          3.0           5   BA
Passeriformes   Sylviidae   Turdoides hindei              2.4           5   BA
Passeriformes   Sylviidae   Turdoides plebejus            2.8           5   BA
Passeriformes   Sylviidae   Turdoides jardineii           3.2           5   BA
Passeriformes   Sylviidae   Turdoides gymnogenys          2.0           5   BA
