Class,Order/Clade,Family,Species,Tb,Data,References
Amphibia,Caudata,Salamandridae,Taricha granulosa,"10,1",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); M. Coates, E. Benedict, C. L. Stephens, An unusual aggregation of the newt Taricha granulosa granulosa. Copeia 1970, 176-178 (1970)."
Amphibia,Caudata,Salamandridae,Taricha torosa,"15,25",,"B. H. Brattstrom, J. W. Warren, On the validity of Taricha torosa klauberi Wolterstorff. Herpetologica 9, 180-182 (1953)."
Amphibia,Caudata,Sirenidae,Pseudobranchus striatus,24,,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); G. Ultsch, Effects of water hyacinths (Eichhornia crassipes) on the microenvironment of aquatic communities. Archiv fur Hydrobiologie,  (1973)."
Aves,Accipitriformes,Accipitridae,Accipiter striatus,"42,8",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Accipitriformes,Accipitridae,Buteo jamaicensis,"40,6",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Accipitriformes,Accipitridae,Buteo lagopus,"40,1",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Accipitriformes,Accipitridae,Buteo swainsoni,"40,7",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Accipitriformes,Accipitridae,Circus cyaneus,"40,8",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Accipitriformes,Accipitridae,Geranoaetus melanoleucus,"40,3",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Accipitriformes,Accipitridae,Gypaetus barbatus,"40,2",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,41,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Accipitriformes,Accipitridae,Milvus migrans,"37,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Anas acuta,"41,5",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Anas laysanensis,"40,6",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Anas platyrhynchos,"40,2",Field,"E. N. Smith, C. Peterson, K. Thigpen, Body temperature, heart rate and respiration rate of an unrestrained domestic mallard duck, Anas platyrhynchos domesticus. Comp. Biochem. Physiol. 54A, 19-20 (1976)."
Aves,Anseriformes,Anatidae,Anser anser,41,NA,"J. R. King, D. S. Farner, Energy metabolism, thermoregulation and body temperature. A. J. Marshall, Ed., Biology comparative physiology of birds (Academic Press, London, 1961), vol. 2, pp. 215-288."
Aves,Anseriformes,Anatidae,Anser caerulescens,"42,1",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Aythya affinis,"41,3",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Aythya americana,"43,3",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Branta bernicla,"40,5",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Branta canadensis,"41,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Bucephala clangula,"41,5",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Cairina moschata,"42,1",Lab,"J. R. King, D. S. Farner, Energy metabolism, thermoregulation and body temperature. A. J. Marshall, Ed., Biology comparative physiology of birds (Academic Press, London, 1961), vol. 2, pp. 215-288."
Aves,Anseriformes,Anatidae,Cygnus buccinator,"40,1",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Lophodytes cucullatus,"42,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Mareca americana,41,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Mareca penelope,"41,5",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Mareca strepera,"41,9",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Mergus serrator,"41,9",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Oxyura jamaicensis,"42,2",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Spatula clypeata,"41,4",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Spatula cyanoptera,"41,7",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Anseriformes,Anatidae,Spatula discors,"42,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Bucerotiformes,Phoeniculidae,Phoeniculus purpureus,41,Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Apodidae,Aerodramus vanikorensis,"38,9",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Apodidae,Aeronautes saxatalis,"38,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Apodidae,Chaetura pelagica,"41,8",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Apodidae,Collocalia esculenta,"38,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Caprimulgidae,Antrostomus vociferus,"42,4",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus europaeus,"37,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus macrurus,"38,1",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Caprimulgidae,Chordeiles acutipennis,42,Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Caprimulgidae,Chordeiles minor,"41,1",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Caprimulgidae,Eurostopodus mystacalis,"40,1",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Caprimulgidae,Phalaenoptilus nuttallii,39,Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Podargidae,Podargus papuensis,"38,8",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Podargidae,Podargus strigoides,"38,6",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Amazilia versicolor,"36,8",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Aphantochroa cirrochloris,"44,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Archilochus alexandri,"39,4",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Archilochus colubris,"39,9",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Calypte anna,"41,9",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Chlorestes notata,"38,8",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Chrysuronia oenone,35,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Colibri serrirostris,"42,5",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Cynanthus latirostris,"41,1",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Eupetomena macroura,"40,6",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Florisuga fusca,"42,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Hylocharis cyanus,"38,8",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Lampornis clemenciae,"37,7",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Oreotrochilus estella,"38,3",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Polytmus guainumbi,41,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Selasphorus platycercus,"38,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Selasphorus rufus,39,Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Thalurania furcata,"39,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Caprimulgiformes,Trochilidae,Urosticte benjamini,39,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Cathartiformes,Cathartidae,Cathartes aura,"39,9",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Alcidae,Aethia cristatella,"41,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Alcidae,Aethia pusilla,41,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Alcidae,Alca torda,"41,3",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Alcidae,Cepphus grylle,"40,4",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Alcidae,Fratercula arctica,"40,1",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Alcidae,Fratercula cirrhata,"39,4",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Alcidae,Synthliboramphus hypoleucus,"39,1",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Alcidae,Uria aalge,"41,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Alcidae,Uria lomvia,39,Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Charadriidae,Charadrius alexandrinus,"41,6",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Charadriidae,Charadrius hiaticula,"39,9",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Charadriidae,Charadrius montanus,"41,5",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Charadriidae,Charadrius semipalmatus,"42,8",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Charadriidae,Charadrius vociferus,"41,7",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Charadriidae,Charadrius wilsonia,"42,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Charadriidae,Pluvialis dominica,"38,3",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Charadriidae,Pluvialis squatarola,"41,3",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Charadriidae,Vanellus vanellus,"38,2",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Laridae,Anous stolidus,"40,3",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Laridae,Chroicocephalus philadelphia,"41,4",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Laridae,Hydroprogne caspia,"41,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Laridae,Larus californicus,"41,4",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Laridae,Larus canus,"40,7",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Laridae,Larus delawarensis,"41,3",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Laridae,Larus dominicanus,41,Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Laridae,Larus glaucescens,"41,7",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Laridae,Larus glaucoides,"40,7",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Laridae,Larus hyperboreus,"42,1",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Laridae,Larus pacificus,"41,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Charadriiformes,Laridae,Leucophaeus atricilla,"41,1",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
