"","Species3","GhAhSkew","ThChSkew","ability_to_fly","ability_to_dive","Mutation_AG_midori","Mutation_CT_midori","GhAhSkew_seq_beg","GhAhSkew_start_codon","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"7833","Caprimulgus sericocaudatus",NA,NA,NA,NA,NA,NA,NA,NA,"Caprimulgidae","Caprimulgiformes",4,1,3,0,3,23,8.5,6,3.3,17.6,160.7,79.7,81,49.6,122.7,83,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Aerial",-27.83,-2.35,-18.7,-56.34,1167113.56,"Extant"
"7834","Caprimulgus solala",NA,NA,NA,NA,NA,NA,NA,NA,"Caprimulgidae","Caprimulgiformes",1,0,0,1,0,22.4,6.9,5,3,20.2,185,89.1,95.9,48.2,114.8,79,"Inferred",NA,"YES"," Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Tail Length; Body Mass","Caprimulgus tristigma","Grassland",3,NA,"Carnivore","Invertivore","Aerial",5.89,6.04,5.96,37.69,200.04,"Extant"
"7835","Caprimulgus stellatus",NA,NA,NA,NA,NA,NA,NA,NA,"Caprimulgidae","Caprimulgiformes",5,3,2,0,5,12.3,6.4,4.2,2.7,16.6,154.6,63.1,91.5,40.8,93.6,58.2,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Aerial",2.29,10.35,5.56,37.6,123669.26,"Extant"
"7836","Caprimulgus tristigma",NA,NA,NA,NA,NA,NA,NA,NA,"Caprimulgidae","Caprimulgiformes",4,2,2,0,4,22.4,6.9,5,3,20.2,171.8,85.5,86.3,49.8,114.8,79,"Dunning",NA,"NO",NA,NA,"Rock",3,1,"Carnivore","Invertivore","Aerial",-35.44,15.38,-7.06,21.08,4557630.15,"Extant"
"7837","Caprimulgus vociferus",NA,NA,NA,NA,NA,NA,NA,NA,"Caprimulgidae","Caprimulgiformes",12,5,4,3,10,19.9,7.3,4.2,2.9,16,157.2,75.2,83.1,47.5,112.8,53.3,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Generalist",13.77,54.53,39,-89.64,4417326.01,"Extant"
"7838","Caprimulgus whitelyi",NA,NA,NA,NA,NA,NA,NA,NA,"Caprimulgidae","Caprimulgiformes",3,1,2,0,3,17.4,6,4.1,2.7,11.9,155.7,72.2,83.5,46.4,99.3,47,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Carnivore","Invertivore","Aerial",3.37,6.24,4.76,-62.73,45695.27,"Extant"
"7839","Chordeiles gundlachii",NA,NA,NA,NA,NA,NA,NA,NA,"Caprimulgidae","Caprimulgiformes",5,1,4,0,4,10.3,3.9,3.3,2.6,12.4,171.2,104,66.5,61,91.2,50,"Dunning",NA,"NO",NA,NA,"Shrubland",2,3,"Carnivore","Invertivore","Aerial",15.83,27.23,20.54,-75.54,223517.09,"Extant"
"7840","Eurostopodus archboldi",NA,NA,NA,NA,NA,NA,NA,NA,"Caprimulgidae","Caprimulgiformes",3,2,1,0,3,15.6,6.7,3.2,2.8,12.3,205,110,95,53.7,146,77,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Aerial",-9.86,-1.09,-5.21,141.55,74591.66,"Extant"
"7841","Eurostopodus diabolicus",NA,NA,NA,NA,NA,NA,NA,NA,"Caprimulgidae","Caprimulgiformes",1,1,0,0,1,23.1,8.8,5.8,4.4,13.5,199.5,89,110.4,44.6,130.5,104.4,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Aerial",-1.75,1.46,-0.95,120.7,2929.59,"Extant"
"7842","Eurostopodus macrotis",NA,NA,NA,NA,NA,NA,NA,NA,"Caprimulgidae","Caprimulgiformes",6,2,3,1,4,16.7,7.1,5.2,3.8,18.1,266.3,141,120,54,176.2,140.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Aerial",-3.79,28.49,16.45,103.05,1646031.46,"Extant"
"7843","Eurostopodus temminckii",NA,NA,NA,NA,NA,NA,NA,NA,"Caprimulgidae","Caprimulgiformes",5,3,2,0,4,21.1,8.2,5.1,3.7,10.7,205.2,106.8,99.2,51.8,124,95.9,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Aerial",-5.95,7.36,0.79,108.53,1296744.78,"Extant"
"7844","Macropsalis forcipata",NA,NA,NA,NA,NA,NA,NA,NA,"Caprimulgidae","Caprimulgiformes",4,0,1,3,4,20,8.6,4.5,3.7,14.9,225.2,121.3,103.9,53.9,658,139,"EltonTraits_Model",NA,"NO",NA,NA,"Forest",2,2,"Carnivore","Invertivore","Generalist",-30.9,-18.04,-24.69,-48.14,517277.53,"Extant"
"7845","Nyctiprogne vielliardi",NA,NA,NA,NA,NA,NA,NA,NA,"Caprimulgidae","Caprimulgiformes",2,0,2,0,1,7.5,4.3,3.5,2.3,10.1,126.9,56.7,70.2,44.7,86.3,41,"EltonTraits_Model",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Aerial",-15.74,-10.19,-12.21,-43.17,23178.01,"Extant"
"7846","Nyctibius aethereus",NA,NA,NA,NA,NA,NA,NA,NA,"Nyctibiidae","Caprimulgiformes",5,1,1,3,4,32.5,11.8,7.4,5.6,10.6,331.8,129.7,211.3,38,301.2,440.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-26.8,7.61,-6.53,-61.87,4975131.52,"Extant"
"7847","Nyctibius leucopterus",NA,NA,NA,NA,NA,NA,NA,NA,"Nyctibiidae","Caprimulgiformes",4,1,3,0,4,19.8,8.3,7.2,3.5,10.4,184.2,81.2,103,44.1,123,86.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-20.12,9.42,-3.47,-60.96,2909112.33,"Extant"
"7848","Batrachostomus affinis",NA,NA,NA,NA,NA,NA,NA,NA,"Podargidae","Caprimulgiformes",4,2,2,0,4,19.7,12.6,18.4,9.2,13.5,108.5,27.4,81,25.3,105.5,46.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant"
"7849","Batrachostomus harterti",NA,NA,NA,NA,NA,NA,NA,NA,"Podargidae","Caprimulgiformes",1,1,0,0,1,27.5,25.2,37.9,15,13.3,242,66.3,175.7,27.4,158,206,"Inferred",NA,"YES","Body Mass","Batrachostomus auritus","Forest",1,1,"Carnivore","Invertivore","Insessorial",0,3.79,1.74,113.94,27500.68,"Extant"
"7850","Batrachostomus hodgsoni",NA,NA,NA,NA,NA,NA,NA,NA,"Podargidae","Caprimulgiformes",4,2,2,0,4,16.1,10.2,16,7.2,16.6,132.8,33.2,99.5,25,129.2,51,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",15.33,27.89,22.21,97.88,119417.56,"Extant"
"7851","Batrachostomus javensis",NA,NA,NA,NA,NA,NA,NA,NA,"Podargidae","Caprimulgiformes",4,2,2,0,4,21.2,14.1,17.2,9.6,12.2,113.5,26.8,86.7,23.6,102.5,46.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.45,19.74,4.64,104.8,470055.7,"Extant"
"7852","Batrachostomus mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"Podargidae","Caprimulgiformes",4,3,1,0,1,17.6,12.4,17.2,8.4,14.5,118.2,32.6,85.4,27.6,88.5,46.3,"Inferred",NA,"YES","Body Mass","Batrachostomus javensis","Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.55,6.37,2.79,115.31,86540.35,"Extant"
"7853","Batrachostomus poliolophus",NA,NA,NA,NA,NA,NA,NA,NA,"Podargidae","Caprimulgiformes",4,2,2,0,3,19.5,13.9,19.9,8.7,14.2,120.3,25,95.3,20.7,92.5,46.3,"Inferred",NA,"YES","Body Mass","Batrachostomus javensis","Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.76,5.17,1.28,99.32,93412.75,"Extant"
"7854","Batrachostomus stellatus",NA,NA,NA,NA,NA,NA,NA,NA,"Podargidae","Caprimulgiformes",5,2,3,0,4,23.3,17.7,27.1,11.6,14.2,118.4,30.1,85.6,26.1,118.8,51.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-5.95,6.53,0.7,110.93,738170.25,"Extant"
"7855","Burhinus capensis",NA,NA,NA,NA,NA,NA,NA,NA,"Burhinidae","Charadriiformes",4,2,2,0,4,41,19,8.1,8.8,97.2,224.8,95.6,129.2,42.6,111.2,423,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-34.84,19.97,-5.3,24.68,12421028.77,"Extant"
"7856","Burhinus superciliaris",NA,NA,NA,NA,NA,NA,NA,NA,"Burhinidae","Charadriiformes",5,2,3,0,4,40.6,19.2,8.2,8.8,94.7,221.2,94.5,125.2,43,107.6,480,"Updated_literature","BoW","NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-18.78,-2.06,-10.04,-77.54,79703.93,"Extant"
"7857","Burhinus vermiculatus",NA,NA,NA,NA,NA,NA,NA,NA,"Burhinidae","Charadriiformes",5,2,2,1,4,43.2,22.1,7.4,9.9,72.7,195.8,76.7,116.6,39.7,104.8,320,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Invertivore","Terrestrial",-34.84,9.7,-10.5,25.83,5802844.89,"Extant"
"7858","Esacus giganteus",NA,NA,NA,NA,NA,NA,NA,NA,"Burhinidae","Charadriiformes",5,2,3,0,4,76.4,46.2,13.1,19.5,89.2,271,114,156.3,42.2,116,1015.9,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Invertivore","Terrestrial",-37.2,19.58,-8.11,126.75,2207239.52,"Extant"
"7859","Esacus recurvirostris",NA,NA,NA,NA,NA,NA,NA,NA,"Burhinidae","Charadriiformes",4,2,2,0,4,75.4,48.7,10.3,15.4,85.5,256.5,115.2,141.2,45,105.2,790,"Dunning",NA,"NO",NA,NA,"Riverine",3,2,"Carnivore","Invertivore","Terrestrial",6.06,34.61,22.18,85.15,2969603.17,"Extant"
"7860","Charadrius alticola",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",4,2,2,0,4,16.7,9.5,2.7,3.2,27.4,117.5,57.2,60.2,48.7,48,44.9,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-26.96,-10.66,-18.69,-68.99,605273.3,"Extant"
"7861","Charadrius asiaticus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,22.9,15.7,3.6,4.2,37.1,140.6,81.8,59,58,54,77.1,"Dunning",NA,"NO",NA,NA,"Desert",3,3,"Carnivore","Omnivore","Terrestrial",37.02,50.34,44.94,66.44,2844122.74,"Extant"
"7862","Charadrius australis",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,1,4,0,4,20.3,10.3,4.4,4.1,33,136.4,69.5,66,51.3,63.8,83.5,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Herbivore","Omnivore","Terrestrial",-37.53,-20.56,-30.13,133.97,651810.43,"Extant"
"7863","Charadrius forbesi",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,18.7,11.3,3.4,4.1,29.5,124.2,61.5,61.5,50,65.8,31.2,"Inferred",NA,"YES","Body Mass","Charadrius tricollaris","Wetland",3,1,"Carnivore","Invertivore","Terrestrial",-13.3,12.46,0.73,16.39,6268147.12,"Extant"
"7864","Charadrius hiaticula",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",13,6,7,0,4,16.1,8.3,3.3,3.7,25.3,126,69.1,56.3,53.5,60.2,64,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Terrestrial",47.85,83.63,69.82,39,4520829.19,"Extant"
"7865","Charadrius javanicus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",4,0,2,2,3,16.5,10.4,3,3.4,25,98.8,49.6,49.2,50.2,38.2,42.3,"Inferred",NA,"YES","Body Mass","Charadrius alexandrinus","Coastal",3,1,"Carnivore","Aquatic predator","Terrestrial",-10.32,-4.26,-7.7,114.13,109967.51,"Extant"
"7866","Charadrius marginatus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,18.7,10.8,3,3.5,25.7,109,53.5,56.2,48.8,49.6,48.3,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Carnivore","Aquatic predator","Terrestrial",-34.84,17.79,-15.01,22.4,4442943.8,"Extant"
"7867","Charadrius melodus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,15,7.9,3.7,4,22.1,115.4,62.8,52.5,54.5,49.6,54.4,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Terrestrial",35.32,53.42,46.4,-97.39,501145.23,"Extant"
"7868","Charadrius pallidus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,15.3,10,3.1,3.4,26.8,90.4,44,45.8,49,36.2,34.8,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",-34.84,-1.37,-23.67,25.25,480800.22,"Extant"
"7869","Charadrius pecuarius",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,18.4,10.4,3.2,3.3,29.9,102.2,54.2,49.2,52.4,45,34,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-34.84,31.6,-3.25,24.87,16351827.57,"Extant"
"7870","Charadrius peronii",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",4,2,2,0,4,16.7,10.2,3.4,3.9,27.5,99.2,44.8,54.5,45.1,37.8,42,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Carnivore","Aquatic predator","Terrestrial",-10.94,19,2.44,113.13,1266391.62,"Extant"
"7871","Charadrius sanctaehelenae",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,1,0,4,4,23.2,13.8,3.7,3.8,38.4,111.4,44.2,66,40.1,51,48.7,"Updated_literature","BoW","NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-16,-15.91,-15.96,-5.71,43.62,"Extant"
"7872","Charadrius thoracicus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",4,2,2,0,4,19.6,11.6,3.4,3.5,30.6,104.2,51,53.2,49,45.5,11.5,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Carnivore","Invertivore","Terrestrial",-25.61,-15.62,-20.92,44.22,14469.49,"Extant"
"7873","Charadrius tricollaris",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",9,4,5,0,8,17.9,10.7,3,3.5,24.1,108.9,50.7,58.3,46.5,60.9,31.2,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-34.84,24.28,-13.47,29.07,9409712.16,"Extant"
"7874","Charadrius wilsonia",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,3,2,0,4,22.9,14.1,4.6,5.8,28,117.4,62.5,54.2,53.5,45.2,55.1,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Terrestrial",-14.87,38.41,14.57,-77.05,867940.44,"Extant"
"7875","Eudromias morinellus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",7,4,3,0,4,18.8,11.2,3.5,4.3,35.6,147.4,81.8,64.5,55.9,66.3,108.2,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Terrestrial",41.9,76.52,65.85,83.07,3830439.01,"Extant"
"7876","Pluvialis dominica",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",10,5,4,1,4,26.3,15.6,3.8,5.1,39.9,181.8,109.4,77.2,58.7,65.8,151.5,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Terrestrial",57.51,76.07,66.9,-119.15,3598916.91,"Extant"
"7877","Vanellus albiceps",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",4,2,2,0,4,37.2,20.3,6,6.7,75.8,218.5,85.9,132.6,39.3,99.2,192,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-25.49,17.23,2.8,13.18,7550710.3,"Extant"
"7878","Vanellus armatus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,33.2,18.1,4.6,5.5,73.3,203.6,82,121.3,40.4,79.2,156,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-34.84,1.35,-19.13,25.38,5662037.2,"Extant"
"7879","Vanellus cayanus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",4,2,2,0,4,26.6,14.9,4.4,4.8,46.9,143,62.9,80.1,43.9,59.8,75.8,"Dunning",NA,"NO",NA,NA,"Riverine",3,1,"Carnivore","Aquatic predator","Terrestrial",-27.3,10.77,-7.75,-57.18,11467799.98,"Extant"
"7880","Vanellus coronatus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,31.8,16.1,4,5.2,69.5,197.2,78.4,118.3,39.9,85.2,165,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-34.84,12.05,-13.87,28.46,6790147.37,"Extant"
"7881","Vanellus crassirostris",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,37.9,21.4,6.1,7.2,76.7,209.4,75.1,132.8,36.2,95,170,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-28.96,13.71,-7.58,30.06,3461973.99,"Extant"
"7882","Vanellus duvaucelii",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,33.7,17.6,4.4,5.3,65.1,194.4,76,117.7,39.3,85.8,143,"Dunning",NA,"NO",NA,NA,"Riverine",3,1,"Carnivore","Aquatic predator","Terrestrial",7.48,30.09,21.94,93.64,1666558.67,"Extant"
"7883","Vanellus gregarius",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,34.4,17.6,4.6,5.5,60.9,200.2,97.3,100.5,49.2,80.4,224.5,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Terrestrial",44.13,54.45,50.31,68.33,1077682.03,"Extant"
"7884","Vanellus leucurus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,33.5,19.1,4.1,5.1,70.5,171.4,70,101.7,40.8,74.4,132,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",25.85,47.66,38.32,60.25,1832228.09,"Extant"
"7885","Vanellus lugubris",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,25.4,13.1,4.4,5,59.5,172.2,78.4,93.8,45.5,64,122,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-28.94,12.16,-6.69,28.24,3495483.7,"Extant"
"7886","Vanellus malarbaricus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,27.2,14.7,4.7,4.9,59.5,192.4,92,100,47.9,74.8,140,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",6.01,31.57,20.94,78.22,1885987.77,"Extant"
"7887","Vanellus melanocephalus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",4,1,1,2,4,30.2,15.2,4.7,5.2,61.1,234.5,92.3,142.1,39.4,88,214,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Aquatic predator","Terrestrial",5.94,13.41,9.91,38.49,179801.06,"Extant"
"7888","Vanellus melanopterus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,2,1,4,31.2,16.3,4.2,5.1,59.6,206,104.8,101.8,50.7,77.8,184.9,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-34.22,16.08,-1.17,35.44,839078.51,"Extant"
"7889","Vanellus senegallus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,36.3,18.7,6,6.5,83.5,225.2,85.6,137.1,38.5,97.4,248,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-30.02,17.96,-0.22,19.29,11259086.33,"Extant"
"7890","Vanellus spinosus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",5,2,3,0,4,31.2,16.9,4.6,5.7,66.7,196.4,72.6,122.2,37.2,91.6,187.9,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Omnivore","Terrestrial",-6.43,41.44,11.43,19.13,8392007.79,"Extant"
"7891","Vanellus superciliosus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",4,2,2,0,4,24.9,13.8,4.7,5.2,54.8,182.5,82.8,99.7,45.4,70.8,150,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",2.73,8.64,5.83,16.46,752501.59,"Extant"
"7892","Vanellus tectus",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",4,2,2,0,4,25.8,14.2,4,4.5,58.5,184.8,72.3,112.4,39.1,85,100,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-4.16,18.52,11.62,15.11,5265920.68,"Extant"
"7893","Vanellus tricolor",NA,NA,NA,NA,NA,NA,NA,NA,"Charadriidae","Charadriiformes",4,2,2,0,4,28.2,13.6,4.7,5.2,49.7,192.2,84.6,107.6,44.1,77.5,184,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Omnivore","Omnivore","Terrestrial",-43.64,-15.92,-27.76,135.39,5643954.24,"Extant"
"7894","Chionis albus",NA,NA,NA,NA,NA,NA,NA,NA,"Chionidae","Charadriiformes",5,2,3,0,4,32.7,21.9,10,17.2,46.5,246.2,98.4,146.6,40.1,103,675.7,"Dunning",NA,"NO",NA,NA,"Marine",3,3,"Omnivore","Omnivore","Terrestrial",-66.21,-53.97,-63.28,-58.18,30472.35,"Extant"
"7895","Cursorius coromandelicus",NA,NA,NA,NA,NA,NA,NA,NA,"Glareolidae","Charadriiformes",5,2,3,0,4,22.2,13.8,4.9,4.6,50,145,62.5,82.8,43,52.8,138,"Inferred",NA,"YES","Body Mass","Cursorius cursor","Grassland",3,1,"Carnivore","Invertivore","Terrestrial",7.64,33.75,22.56,77.86,2383016.48,"Extant"
"7896","Cursorius cursor",NA,NA,NA,NA,NA,NA,NA,NA,"Glareolidae","Charadriiformes",4,2,2,0,4,27.1,17.1,5,4.5,51.2,151.5,70.2,81.2,46.4,57.2,138,"Dunning",NA,"NO",NA,NA,"Desert",3,2,"Carnivore","Invertivore","Terrestrial",12.3,40.93,30.88,35.77,3131259.74,"Extant"
"7897","Cursorius rufus",NA,NA,NA,NA,NA,NA,NA,NA,"Glareolidae","Charadriiformes",5,2,3,0,4,23.1,14.7,4.4,4.3,46.5,133,57.8,74.2,43.7,50.6,75,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-34.79,-14.19,-26.61,20.01,1392070.57,"Extant"
"7898","Cursorius somalensis",NA,NA,NA,NA,NA,NA,NA,NA,"Glareolidae","Charadriiformes",4,2,2,0,4,26.6,17,4.5,4.5,52.8,128.8,54,74.8,41.9,46.8,138,"Dunning",NA,"NO",NA,NA,"Desert",3,1,"Carnivore","Invertivore","Terrestrial",-2.12,11.99,5.67,43.61,1128378.41,"Extant"
"7899","Glareola cinerea",NA,NA,NA,NA,NA,NA,NA,NA,"Glareolidae","Charadriiformes",5,2,3,0,4,15.9,7.6,4.4,4.6,24,141.6,81.6,58.4,58.3,53,37.4,"Dunning",NA,"NO",NA,NA,"Riverine",3,3,"Carnivore","Invertivore","Aerial",-6.93,17.29,3.82,13.24,3439738.6,"Extant"
"7900","Glareola lactea",NA,NA,NA,NA,NA,NA,NA,NA,"Glareolidae","Charadriiformes",5,2,3,0,4,13.1,6.7,4.2,4.4,21,146.6,89.5,56.2,61.4,51.4,39.8,"Dunning",NA,"NO",NA,NA,"Riverine",3,2,"Carnivore","Invertivore","Aerial",5.92,35.6,22.18,85.05,3735669.19,"Extant"
"7901","Glareola nordmanni",NA,NA,NA,NA,NA,NA,NA,NA,"Glareolidae","Charadriiformes",5,2,3,0,4,19.9,9.8,5.2,5.9,35.8,196,119.5,75,61.4,97.4,97.2,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Aerial",39.72,55.8,50.38,57.95,2251795.82,"Extant"
"7902","Glareola nuchalis",NA,NA,NA,NA,NA,NA,NA,NA,"Glareolidae","Charadriiformes",5,2,3,0,4,14.1,7,4.1,4.4,19.6,143.2,79.4,62.9,55.8,57.6,62.7,"Dunning",NA,"NO",NA,NA,"Rock",3,2,"Carnivore","Invertivore","Aerial",-21.15,18.38,-2.52,19.28,6244433.49,"Extant"
"7903","Glareola ocularis",NA,NA,NA,NA,NA,NA,NA,NA,"Glareolidae","Charadriiformes",4,2,2,0,4,20.2,10.4,6.1,7,27.2,190.5,118.1,72.4,62,67.5,91.9,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Invertivore","Aerial",-25.61,-11.95,-19.74,46.56,545354.28,"Extant"
"7904","Rhinoptilus bitorquatus",NA,NA,NA,NA,NA,NA,NA,NA,"Glareolidae","Charadriiformes",2,0,2,0,2,20.1,10.8,5.1,5.9,66.5,157.5,55.9,101.6,35.4,58,150,"Inferred",NA,"YES","Body Mass","Rhinoptilus chalcopterus","Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",14.25,15.43,14.86,78.38,19306.74,"Extant"
"7905","Rhinoptilus cinctus",NA,NA,NA,NA,NA,NA,NA,NA,"Glareolidae","Charadriiformes",5,2,3,0,4,20,11.1,4.5,4.7,62.8,160.6,58,101.2,36.4,78.8,105,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-23.33,11.75,-5.73,34.47,1957707.6,"Extant"
