"species_name","med_c","med_a","Beak_length_Culmen","Beak_length_Nares","Beak_width","Beak_depth","Tarsus_length","Wing_length","Kipps_distance","Hand_wing_index","Tail_length","Mass","forest1","grassland1","human1","wetland1","shrubland1","woodland1","marine1","riverline1","coastal1","rock1","desert1","carnivore1","herbivore1","omnivore1","scavenger1","australian1","palearctic1","indo_malay1","madagascar1","neotropic1","nearctic1","afrotropic1","oceania1","antarctic1","invertivore1","vertivore1","aquatic_predator1","omnivoretn1","granivore1","frugivore1","nectarivore1","herbivore_aquatic1","herbivore_terrestrial1","scavengertn1","insessorial1","terrestrial1","generalist1","aerial1","aquatic1","fTn","fCn","fAn","fGn","ghahSkew","Stg_Sac"
"Ciconia_ciconia",0.790868758205442,0.928382787012584,189.1,153.4,23.5,33.1,217.2,565.6,260.2,45.9,249.8,3445.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.435832913940614,0.0377453447408153,0.181177654755913,0.345244086562657,0.311663479923518,0.562154001006542
"Ciconia_nigra",0.811497656057242,0.914634146341463,184.5,145.7,16.6,27.4,192.6,529.5,228.3,43.1,235.6,2926,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.448466566113625,0.0427350427350427,0.180492709904475,0.328305681246858,0.290513833992095,0.553544494720965
"Cinclosoma_castanotum",0.733664772727273,0.915960451977401,21.4,10.9,4.3,5,31.9,100.1,24.1,24.3,98.3,73.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.47640562248996,0.0301204819277108,0.134036144578313,0.359437751004016,0.45676500508647,0.671686746987952
"Cinclosoma_punctatum",0.737733953685101,0.919243666169896,22.2,11.8,4.6,5.5,33.1,110.3,24,21.8,114.3,113.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.448176583493282,0.0388675623800384,0.0839731285988484,0.428982725527831,0.672591206735267,0.754318618042227
"Cinclus_mexicanus",0.853724750379607,0.917306052855925,21.6,11.7,3.4,4.8,29.8,89.1,23.6,26.5,51.8,56.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.437892701788304,0.0425326244562591,0.0937651039149348,0.425809569840503,0.639069767441861,0.727404543257612
"Circaetus_pectoralis",0.815698818897638,0.887970615243342,46.7,33.8,14.6,23.1,83.8,527.8,229,43,259.4,1500,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.449275362318841,0.0338164251207729,0.107246376811594,0.409661835748792,0.585046728971963,0.717874396135266
"Circus_melanoleucos",0.784870550161812,0.923810673750302,29.9,15.5,9.4,13.1,72.5,352.6,179.8,50.5,214,336.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.499259259259259,0.0296296296296296,0.097283950617284,0.373827160493827,0.587002096436059,0.746172839506173
"Climacteris_rufus",0.808371484630477,0.892180774748924,19.7,10.4,3.6,3.6,23.2,87.3,24.6,27.5,61.6,32.6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.446324951644101,0.0502901353965184,0.128143133462282,0.375241779497099,0.490874159462056,0.643133462282398
"Cnemophilus_loriae",0.784384309831182,0.859308736217133,24.4,11.7,6.1,5.6,38.4,99.8,4.7,4.7,76.5,84,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.474559686888454,0.0450097847358121,0.126712328767123,0.353718199608611,0.472505091649695,0.656555772994129
"Cnemotriccus_fuscatus",0.586435124508519,0.91719894064496,13.8,9.8,5.4,4,18.3,66.7,9,14.1,62.6,13.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.417881438289602,0.032555879494655,0.117589893100097,0.431972789115646,0.572060123784262,0.699708454810496
"Coccothraustes_coccothraustes",0.784313725490196,0.926377002413869,23,16.6,12,15,21,102,33.6,32.9,57.2,56.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.504156479217604,0.0396088019559902,0.158435207823961,0.297799511002445,0.305466237942122,0.603911980440098
"Colinus_virginianus",0.784347231715653,0.964767156862745,14.9,8.6,7,8.4,29.6,109.8,30.3,27.6,56.8,171.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.399901136925358,0.0395452298566485,0.15916955017301,0.401384083044983,0.432098765432099,0.602570439940682
"Colius_striatus",0.729026714575848,0.914877608346709,14.9,9.4,6.5,7.5,22.6,94.8,23.1,24.4,195,51.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.462413452027695,0.0365974282888229,0.132047477744807,0.368941641938675,0.472852912142152,0.66271018793274
"Columba_hodgsonii",0.754371859296482,0.910233592880979,23.2,10.6,4.3,5.2,26.6,226,92.8,40.3,136.6,308.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.446695610226725,0.0270139893873613,0.0940665701881331,0.432223830197781,0.642529789184235,0.757838880849011
"Columba_livia",0.746657754010695,0.910521472392638,23.2,12.1,4.3,5,26.5,219.6,98.8,45.1,105.5,354.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.439496611810261,0.0435624394966118,0.134075508228461,0.382865440464666,0.4812734082397,0.644724104549855
"Columba_rupestris",0.760631525337408,0.907944277108434,20.2,11.1,3.9,4.4,27.5,222.8,105.5,48.6,113,245.4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.492094861660079,0.0345849802371542,0.173418972332016,0.299901185770751,0.267223382045929,0.58399209486166
"Copsychus_saularis",0.79954257565095,0.909183673469388,23.2,15,5.4,5.8,29.5,97.5,18.7,19.1,84,36,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.492544731610338,0.0268389662027833,0.10934393638171,0.371272365805169,0.544984488107549,0.727634194831014
"Coracopsis_vasa",0.766632989995565,0.912449567723343,45.1,36.4,22.7,35.4,30.8,308.2,119.4,38.8,210.2,525,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.462102689486553,0.0361858190709046,0.100244498777506,0.401466992665037,0.600389863547758,0.727139364303178
"Corvus_brachyrhynchos",0.700953968695008,0.919695732080866,51.1,35.4,14.7,17.7,59.3,309.6,109.1,35.3,177.3,448.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.438681531749879,0.0518662142510906,0.138633058652448,0.370819195346583,0.455756422454805,0.619001454192923
"Corvus_corax",0.686274509803922,0.947150735294118,77,49.2,21.9,27.9,67.1,419.7,167.2,39.8,228.7,928,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.508515815085158,0.062287104622871,0.159124087591241,0.27007299270073,0.258503401360544,0.557177615571776
"Corvus_coronoides",0.726608187134503,0.923850574712644,61.1,39.8,16.2,20.1,63.6,356.1,147.8,41.1,198.7,644.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.461575640405993,0.0507491541807637,0.131947800869986,0.355727404543258,0.458870168483647,0.634606089898502
"Corvus_cryptoleucus",0.690622299049265,0.952647800504343,55.8,34.3,17.2,20.1,59.5,351.1,146.7,41.7,181.5,533.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.44748631159781,0.0338476854156297,0.15729218516675,0.361373817819811,0.393474088291747,0.617720258835242
"Corvus_dauuricus",0.725916924436589,0.904008693552282,34.6,20.3,11,12.8,44.1,232.3,87.8,37.8,128.6,208,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.471135029354207,0.0528375733855186,0.12720156555773,0.348825831702544,0.465570400822199,0.639921722113503
"Corvus_frugilegus",0.694779116465863,0.914285714285714,59.5,39.1,14.8,18.3,55.7,312.3,127.8,41,166.8,452.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.387826961770624,0.028169014084507,0.221830985915493,0.362173038229376,0.24031007751938,0.5
"Corvus_hawaiiensis",0.718518518518519,0.938131313131313,59.3,38.3,18.8,24.7,66.6,315.4,96.4,30.5,195.3,518.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.464857004362579,0.0285991274842462,0.118274357731459,0.388269510421716,0.533014354066986,0.706253029568589
"Corvus_macrorhynchos",0.699677938808374,0.929861111111111,63.6,44.1,17.3,22,58.3,329.3,114.1,34.6,192.1,513.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.505,0.039,0.1425,0.3135,0.375,0.637
"Corvus_moneduloides",0.730961978429023,0.932175622542595,43.5,28.4,11.9,17.1,47.1,238.1,54.7,23,164.6,277.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.458992805755396,0.0479616306954436,0.0815347721822542,0.411510791366906,0.669260700389105,0.741007194244604
"Corvus_splendens",0.732808857808858,0.933673469387755,49.7,31.5,13.9,16.7,45.9,258.2,93.8,36.3,151.9,292.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.424808429118774,0.0488505747126437,0.126915708812261,0.399425287356322,0.517743403093722,0.648467432950191
"Corythaixoides_concolor",0.807447461267065,0.909240584482404,25.7,12.7,8,13.3,39.5,215.4,39.8,18.3,241,258,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.427536231884058,0.057487922705314,0.108212560386473,0.406763285024155,0.579737335834897,0.668599033816425
"Cossypha_semirufa",0.745452113429641,0.927220278066774,17.6,8.9,3.5,4,29.6,79.2,7.3,9.2,69.7,27.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.491600790513834,0.0395256916996047,0.125494071146245,0.343379446640316,0.464699683877766,0.6699604743083
"Coturnicops_exquisitus",0.754515599343186,0.935416666666667,12.4,6.6,2.1,3.5,21.8,74.5,17.1,23,30.5,60.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.482255712202236,0.0160427807486631,0.101604278074866,0.400097228974234,0.594961240310077,0.764705882352941
"Coturnix_chinensis",0.758053221288515,0.932584269662921,12.4,6.4,3.4,4,18.4,70.8,18.4,24.9,29.7,40.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.459753086419753,0.0414814814814815,0.140740740740741,0.358024691358025,0.435643564356436,0.635555555555555
"Coturnix_japonica",0.765233732675593,0.953018285966072,14.6,7.7,4.6,5.2,24.3,97,38,39.4,35.4,94.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.457925636007828,0.0479452054794521,0.133561643835616,0.360567514677104,0.459405940594059,0.636986301369863
"Crax_daubentoni",0.771939328277356,0.894807583474816,51.5,25.4,12.3,20.3,99.3,381.2,23.9,6.4,340.5,2499.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.453346360527601,0.0429897410845139,0.113825109916952,0.389838788470933,0.548011639185257,0.686370297997069
"Crax_rubra",0.780448717948718,0.890988372093023,53,24.5,11.9,20.2,106.8,381.2,35.6,9.3,340.2,4133,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.442289498580889,0.0463576158940397,0.0903500473036897,0.421002838221381,0.646623496762257,0.726584673604541
"Crossoptilon_auritum",0.762518230432669,0.866008105369807,43,30.4,17.4,16.3,85.6,295.5,46.5,15.7,472.5,1768.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.359084406294707,0.0519790176442537,0.121602288984263,0.467334287076776,0.587044534412955,0.652837386742966
"Crossoptilon_crossoptilon",0.739023088215668,0.85605138607167,51,35.1,18.9,17.2,93.9,312.4,48.4,15.8,417.6,2075.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.413054067218704,0.0477350219191427,0.123721383341452,0.415489527520701,0.541102077687444,0.657087189478812
"Crossoptilon_harmani",0.737936604078336,0.86562860438293,43.7,32.6,17.9,16.3,83.3,282,42.8,15.2,396.2,2075.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.406796116504854,0.0519417475728155,0.13495145631068,0.40631067961165,0.501345291479821,0.62621359223301
"Crossoptilon_mantchuricum",0.762518230432669,0.872830586014088,47.2,31,18,15.6,93.9,290.8,53.7,18.4,535,1860.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.437289764536281,0.0499759730898606,0.125901009130226,0.386833253243633,0.508903467666354,0.648246035559827
"Crotophaga_sulcirostris",0.735450973053892,0.935995903737839,26.9,17.7,9.5,16.5,33.8,129.3,24.8,19.3,162.7,82,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.494809688581315,0.0578348986653485,0.118141374196738,0.329214038556599,0.47182320441989,0.648047454275828
"Crypturellus_cinnamomeus",0.660498960498961,0.933700025840747,27.6,11.2,5.5,5.1,44.3,160.8,37.8,23.3,45,422,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.455083909180652,0.035538005923001,0.169792694965449,0.339585389930898,0.333333333333333,0.5893385982231
"Crypturellus_soui",0.655717921713182,0.907941858015589,24.2,8,4.2,3.9,36.4,127.5,32.9,25.4,47.9,216.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.451519536903039,0.0381090207428847,0.109020742884708,0.401350699469368,0.572778827977316,0.705740472744814
"Crypturellus_undulatus",0.652557544757033,0.917094017094017,34,12.4,6,5.8,48,172.5,35,20.3,56.6,564.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.451301832208293,0.038572806171649,0.108968177434908,0.401157184185149,0.572778827977316,0.704918032786885
"Cuculus_poliocephalus",0.756417006713176,0.949661084529506,22.2,13,6,6,18.2,154,73.6,48.3,131.8,46.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.438180019782394,0.0346191889218595,0.137487636003956,0.38971315529179,0.478424015009381,0.655786350148368
"Culicicapa_ceylonensis",0.789292497625831,0.898011100832562,11.7,5.9,3.8,2.5,12.2,58.4,11,18.9,48.4,7.7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.46390243902439,0.0624390243902439,0.159512195121951,0.314146341463415,0.326467559217302,0.55609756097561
"Curaeus_curaeus",0.786162790697674,0.916087962962963,31.8,20.7,6.8,9.7,33.8,124.5,25.8,20.8,102,83.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.437128712871287,0.0599009900990099,0.128712871287129,0.374257425742574,0.488188976377953,0.622772277227723
"Cyanopica_cyanus",0.738613360323887,0.912124849939976,28.6,17,8.3,8.5,35,136.4,21.4,15.7,197.7,95.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.521354933726068,0.0510554737358861,0.14580265095729,0.281786941580756,0.318025258323766,0.606283750613648
"Cyanoptila_cyanomelana",0.825600961538462,0.922147529069767,14.2,8.1,4.8,4.1,14.7,90.6,27.6,30.6,59.6,22.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.474899598393574,0.0331325301204819,0.1285140562249,0.363453815261044,0.477551020408163,0.676706827309237
"Cygnus_atratus",0.833809523809524,0.827777777777778,71.4,39.9,24.4,20.8,86.9,459.2,206,44.9,106.2,5623.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.559006211180124,0.0444338270425227,0.100334448160535,0.296225513616818,0.493975903614458,0.710463449593884
"Cygnus_columbianus",0.795653638814016,0.875059101654846,101.9,41.1,30.4,20,93.8,538.2,243.8,45.3,162.2,6378,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.471855115026921,0.0406265296133138,0.123348017621145,0.36417033773862,0.493975903614458,0.672050905531082
"Cygnus_cygnus",0.79873417721519,0.856295149638803,102.4,45,29.7,21.7,102,582,260.5,44.8,171.5,9350,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.487675205413243,0.041082648622523,0.136297728371194,0.33494441759304,0.421538461538462,0.645239246012566
"Cygnus_olor",0.818454772275553,0.825757575757576,96.1,56.7,31,26.4,96.1,581.5,244.9,42.1,198.1,10682,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.416829745596869,0.0445205479452055,0.13600782778865,0.402641878669276,0.495004541326067,0.63894324853229
"Cypseloides_fumigatus",0.707343124165554,0.9245187720972,8.6,3.9,3.2,2.4,13.5,145.2,101.2,69.7,44,42,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.428709521507975,0.0449492508458192,0.116964717254712,0.409376510391493,0.555555555555556,0.676172063798937
"Daphoenositta_chrysoptera",0.651856398967021,0.952681737588652,14.4,9.4,2.8,3.5,16,79.1,23,29.4,37.5,11.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.435762224352828,0.024928092042186,0.131351869606903,0.407957813998082,0.512888888888889,0.687440076701822
"Daption_capense",0.706190061028771,0.906438436101926,36.6,21.6,10.8,9.3,42.6,249.8,145.5,59.4,94,429.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.512909632571996,0.0476663356504469,0.174280039721946,0.265143992055611,0.206779661016949,0.556107249255214
"Dasyornis_broadbenti",0.740842490842491,0.86656062212796,21.6,10.4,4.6,5.6,33.5,90.8,5,5.5,120.9,67.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.486935866983373,0.0389548693586698,0.094061757719715,0.380047505938242,0.603206412825651,0.73396674584323
"Delichon_urbicum",0.828571428571429,0.916083916083916,10.7,4.8,3.7,2.9,11.3,108.1,58.9,54.3,61.3,14.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.448023426061493,0.0273304050756467,0.101512933138116,0.423133235724744,0.613023255813953,0.742313323572474
"Dendrocitta_formosae",0.749402628434886,0.923026646556058,34,23.2,11.7,14.7,30.2,141.1,22.8,16,200.7,102.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.544810126582278,0.0313924050632911,0.12,0.30379746835443,0.433691756272401,0.697215189873418
"Dendrocopos_darjellensis",0.759190887666929,0.914816933638444,32.2,26.3,8.1,7,23.2,126,32.6,25.6,81.6,70.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.375730994152047,0.0808966861598441,0.132066276803119,0.41130604288499,0.51390134529148,0.574074074074074
"Dendrocopos_leucotos",0.780875576036866,0.912832418742085,36.7,28.7,9.4,8.7,25.8,145.9,42.5,29.1,91.8,116.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.504854368932039,0.0357690342360756,0.13234542667348,0.327031170158406,0.423804226918799,0.663771078180889
"Dendrocopos_major",0.771808960270499,0.899701992922332,27.9,21.8,9.3,8.7,23.9,136.2,40.8,29.3,88,74.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.55919395465995,0.0357682619647355,0.106297229219144,0.298740554156171,0.475124378109453,0.715869017632242
"Dendrocygna_javanica",0.744705115672858,0.852002503128911,43.5,29.1,15.7,13.1,41.6,193.8,62.8,32.9,51.2,519.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.484656600097418,0.0384802727715538,0.146127618119825,0.330735509011203,0.387129724208376,0.630784218217243
"Dicaeum_agile",0.804230983081363,0.920261437908497,11,6.9,3.6,3.6,13.7,60.2,17.6,29.1,31,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.423770092547491,0.0506575742815392,0.115440818314661,0.410131514856308,0.560704355885079,0.667803214807599
"Dicaeum_concolor",0.760345389377648,0.921715452688904,11.1,7.3,2.8,2.8,11.2,45.6,9.4,20.6,23.7,6.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.414405525407005,0.0453872718302911,0.147015293537247,0.393191909225456,0.455707762557078,0.615194869264924
"Dicaeum_eximium",0.742975954494527,0.943992490613267,9.1,5.4,3,3.2,11.8,50,9.2,18.4,24.8,7.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.469674915089762,0.0635613779718583,0.121300339640951,0.345463367297428,0.48024948024948,0.630276564774381
"Dicrurus_hottentottus",0.616025641025641,0.915752133909766,36.5,26.4,10.4,11.3,25.1,151.6,34.5,23.3,143.3,79.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.440870856011875,0.0341415141019297,0.132112815437902,0.392874814448293,0.496701225259189,0.667491340920336
"Dicrurus_macrocercus",0.690418679549114,0.905532891381948,25.4,15.4,8.4,8.4,22.2,141,39.2,27.8,145.6,48.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.438502673796791,0.0306271268838114,0.149246475449684,0.381623723869713,0.437728937728938,0.640252795333009
"Dicrurus_megarhynchus",0.58798344739774,0.916083916083916,41.1,24.9,11.4,13,28.8,178.3,44.4,24.8,307.2,130,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.467022308438409,0.021823472356935,0.110087293889428,0.401066925315228,0.569259962049336,0.736178467507274
"Didunculus_strigirostris",0.750634517766497,0.912565695174391,22.6,17.1,10.2,15.2,38.7,188,56.5,30.1,99.5,400,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.433816425120773,0.0623188405797101,0.0956521739130435,0.408212560386473,0.62032598274209,0.684057971014493
"Diopsittaca_nobilis",0.762125162972621,0.900207693183111,30,27.1,18,30.1,17,173.2,76.6,44.2,150.9,150.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.33979641299079,0.0392632089190499,0.141056713523994,0.479883664566166,0.545667447306792,0.639360155113912
