"Species" "Domain" "Kingdom" "Phylum" "Clade" "Subphylum" "Clade2" "Class" "Clade3" "Superorder" "Clade4" "Order" "Suborder" "Superfamily" "Family" "Subfamily" "Genus" "Subgenus"
"Ovis_dalli" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Ovis" NA
"Eudorcas_thomsonii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Antilopinae" "Eudorcas" NA
"Budorcas_taxicolor_tibetana" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Budorcas" NA
"Cervus_elaphus_kansuensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Cervus" NA
"Muntiacus_feae" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Muntiacinae" "Muntiacus" NA
"Myotragus_balearicus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Myotragus" NA
"Budorcas_taxicolor_taxicolor" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Budorcas" NA
"Bootherium_bombifrons" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Bootherium" NA
"Rucervus_duvaucelii_branderi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Rucervus" NA
"Capricornis_rubidus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Capricornis" NA
"Platanista_gangetica" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Whippomorpha" "Cetacea" NA "Odontoceti" "Platanistidae" "Platanista" NA
"Sousa_teuszii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Whippomorpha" "Cetacea" NA "Odontoceti" "Delphinidae" "Sousa" NA
"Hyelaphus_porcinus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Hyelaphus" NA
"Bos_grunniens_x_Bos_taurus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Bos" NA
"Ovis_ammon_ammon" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Ovis" NA
"Rattus_norvegicus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Rattus" NA
"Sciurus_vulgaris" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Sciurinae" "Sciurini" "Sciurus" NA
"Microtus_kikuchii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Arvicolinae" "Microtus" NA
"Jaculus_jaculus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Dipodoidea" "Dipodidae" "Dipodinae" "Jaculus" NA
"Nannospalax_ehrenbergi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Spalacidae" "Spalacinae" "Nannospalax" NA
"Cricetulus_griseus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Cricetinae" "Cricetulus" NA
"Microtus_levis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Arvicolinae" "Microtus" NA
"Rattus_tanezumi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Rattus" NA
"Rattus_rattus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Rattus" NA
"Rattus_exulans" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Rattus" NA
"Rattus_praetor" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Rattus" NA
"Tscherskia_triton" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Cricetinae" "Tscherskia" NA
"Mesocricetus_auratus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Cricetinae" "Mesocricetus" NA
"Proedromys_liangshanensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Arvicolinae" "Proedromys" NA
"Eothenomys_chinensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Arvicolinae" "Eothenomys" NA
"Leggadina_lakedownensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Leggadina" NA
"Pseudomys_chapmani" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Pseudomys" NA
"Rattus_leucopus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Rattus" NA
"Rattus_lutreolus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Rattus" NA
"Rattus_tunneyi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Rattus" NA
"Rattus_villosissimus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Rattus" NA
"Rattus_fuscipes" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Rattus" NA
"Rattus_sordidus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Rattus" NA
"Microtus_fortis_fortis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Arvicolinae" "Microtus" NA
"Microtus_fortis_calamorum" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Arvicolinae" "Microtus" NA
"Neodon_irene" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Arvicolinae" "Neodon" NA
"Apodemus_peninsulae" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Apodemus" NA
"Myodes_regulus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Arvicolinae" "Myodes" NA
"Apodemus_agrarius" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Apodemus" NA
"Apodemus_chejuensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Apodemus" NA
"Apodemus_chevrieri" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Apodemus" NA
"Eospalax_fontanierii_baileyi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Spalacidae" "Myospalacinae" "Eospalax" NA
"Marmota_himalayana" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Xerinae" "Marmotini" "Marmota" NA
"Eospalax_rothschildi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Spalacidae" "Myospalacinae" "Eospalax" NA
"Apodemus_draco" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Apodemus" NA
"Apodemus_latronum" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Apodemus" NA
"Pteromys_volans" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Sciurinae" "Pteromyini" "Pteromys" NA
"Niviventer_excelsior" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Niviventer" NA
"Nannospalax_galili" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Spalacidae" "Spalacinae" "Nannospalax" NA
"Nannospalax_judaei" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Spalacidae" "Spalacinae" "Nannospalax" NA
"Spalax_carmeli" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Spalacidae" "Spalacinae" "Spalax" NA
"Nannospalax_golani" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Spalacidae" "Spalacinae" "Nannospalax" NA
"Acomys_cahirinus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Deomyinae" "Acomys" NA
"Eospalax_fontanierii_cansus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Spalacidae" "Myospalacinae" "Eospalax" NA
"Rhizomys_pruinosus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Spalacidae" "Rhizomyinae" "Rhizomys" NA
"Callithrix_geoffroyi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Platyrrhini" "Cebidae" "Callitrichinae" "Callithrix" "Callithrix" NA
"Callithrix_pygmaea" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Platyrrhini" "Cebidae" "Callitrichinae" "Callithrix" "Cebuella" NA
"Petaurista_hainana" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Sciurinae" "Pteromyini" "Petaurista" NA
"Meriones_unguiculatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Gerbillinae" "Meriones" NA
"Rattus_niobe" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Rattus" NA
"Petaurista_alborufus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Sciurinae" "Pteromyini" "Petaurista" NA
"Niviventer_confucianus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Niviventer" NA
"Myodes_glareolus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Arvicolinae" "Myodes" NA
"Cricetulus_kamensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Cricetinae" "Cricetulus" NA
"Tamias_sibiricus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Xerinae" "Marmotini" "Tamias" NA
"Lasiopodomys_mandarinus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Arvicolinae" "Lasiopodomys" NA
"Cricetulus_longicaudatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Cricetinae" "Cricetulus" NA
"Callosciurus_erythraeus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Callosciurinae" "Callosciurini" "Callosciurus" NA
"Callithrix_jacchus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Platyrrhini" "Cebidae" "Callitrichinae" "Callithrix" "Callithrix" NA
"Leopoldamys_edwardsi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Leopoldamys" NA
"Akodon_montensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Sigmodontinae" "Akodon" NA
"Wiedomys_cerradensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Sigmodontinae" "Wiedomys" NA
"Myospalax_psilurus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Spalacidae" "Myospalacinae" "Myospalax" NA
"Rhizomys_sinensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Spalacidae" "Rhizomyinae" "Rhizomys" NA
"Dremomys_rufigenis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Callosciurinae" "Callosciurini" "Dremomys" NA
"Hylopetes_phayrei" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Sciurinae" "Pteromyini" "Hylopetes" NA
"Cynomys_leucurus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Xerinae" "Marmotini" "Cynomys" NA
"Cynomys_ludovicianus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Xerinae" "Marmotini" "Cynomys" NA
"Tamiops_swinhoei" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Callosciurinae" "Callosciurini" "Tamiops" NA
"Myospalax_aspalax" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Spalacidae" "Myospalacinae" "Myospalax" NA
"Ictidomys_tridecemlineatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Xerinae" "Marmotini" "Ictidomys" NA
"Spermophilus_dauricus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Xerinae" "Marmotini" "Spermophilus" NA
"Eothenomys_melanogaster" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Arvicolinae" "Eothenomys" NA
"Dipus_sagitta" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Dipodoidea" "Dipodidae" "Dipodinae" "Dipus" NA
"Euchoreutes_naso" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Dipodoidea" "Dipodidae" "Euchoreutinae" "Euchoreutes" NA
"Eozapus_setchuanus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Dipodoidea" "Dipodidae" "Zapodinae" "Eozapus" NA
"Sicista_concolor" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Dipodoidea" "Dipodidae" "Sicistinae" "Sicista" NA
"Callithrix_kuhlii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Platyrrhini" "Cebidae" "Callitrichinae" "Callithrix" "Callithrix" NA
"Meriones_libycus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Gerbillinae" "Meriones" NA
"Meriones_meridianus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Gerbillinae" "Meriones" NA
"Stylodipus_telum" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Dipodoidea" "Dipodidae" "Dipodinae" "Stylodipus" NA
"Micromys_minutus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Micromys" NA
"Microtus_ochrogaster" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Arvicolinae" "Microtus" NA
"Bandicota_indica" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Bandicota" NA
"Niviventer_fulvescens" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Muridae" "Murinae" "Niviventer" NA
"Tamiops_maritimus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" "Sciuridae" "Callosciurinae" "Callosciurini" "Tamiops" NA
"Epomophorus_gambianus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" "Pteropodinae" "Epomophorini-Myonycterini lineage" "Epomophorini" "Epomophorus" NA
"Myodes_rufocanus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Arvicolinae" "Myodes" NA
"Onychomys_leucogaster" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Myomorpha" "Muroidea" "Cricetidae" "Neotominae" "Onychomys" NA
