"Species" "Domain" "Kingdom" "Phylum" "Clade" "Subphylum" "Clade2" "Class" "Clade3" "Superorder" "Clade4" "Order" "Suborder" "Superfamily" "Family" "Subfamily" "Genus" "Subgenus"
"Mustela_nivalis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Mustelinae" NA "Mustela" NA
"Mustela_frenata" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Mustelinae" NA "Mustela" NA
"Neovison_vison" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Mustelinae" NA "Neovison" NA
"Martes_americana" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Martinae" NA "Martes" NA
"Martes_foina" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Martinae" NA "Martes" NA
"Melogale_moschata" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Helictidinae" NA "Melogale" NA
"Arctonyx_collaris" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Melinae" NA "Arctonyx" NA
"Taxidea_taxus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Taxidiinae" NA "Taxidea" NA
"Proechimys_longicaudatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Ctenomys_sociabilis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Ctenomyidae" NA "Ctenomys" NA
"Ctenomys_leucodon" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Ctenomyidae" NA "Ctenomys" NA
"Spalacopus_cyanus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Octodontidae" NA "Spalacopus" NA
"Octodon_degus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Octodontidae" NA "Octodon" NA
"Martes_pennanti" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Martinae" NA "Martes" NA
"Antilocapra_americana" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Antilocapridae" NA "Antilocapra" NA
"Cephalorhynchus_heavisidii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Delphinidae" NA "Cephalorhynchus" NA
"Hyemoschus_aquaticus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Tragulina" NA "Tragulidae" NA "Hyemoschus" NA
"Okapia_johnstoni" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Giraffidae" NA "Okapia" NA
"Tragulus_kanchil" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Tragulina" NA "Tragulidae" NA "Tragulus" NA
"Tympanoctomys_barrerae" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Octodontidae" NA "Tympanoctomys" NA
"Chinchilla_lanigera" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Chinchillidae" NA "Chinchilla" NA
"Coendou_insidiosus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Erethizontidae" NA "Coendou" NA
"Mesoplodon_europaeus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Ziphiidae" NA "Mesoplodon" NA
"Ziphius_cavirostris" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Ziphiidae" NA "Ziphius" NA
"Neophocaena_phocaenoides" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Phocoenidae" NA "Neophocaena" NA
"Martes_martes" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Martinae" NA "Martes" NA
"Mustela_altaica" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Mustelinae" NA "Mustela" NA
"Aotus_azarai" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Platyrrhini" NA "Aotidae" NA "Aotus" NA
"Avahi_laniger" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Indriidae" NA "Avahi" NA
"Cheirogaleus_medius" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Cheirogaleus" NA
"Eulemur_rufus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Lemuridae" NA "Eulemur" NA
"Galago_moholi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lorisiformes" NA "Galagidae" NA "Galago" NA
"Hapalemur_griseus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Lemuridae" NA "Hapalemur" NA
"Lepilemur_ruficaudatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Lepilemuridae" NA "Lepilemur" NA
"Loris_lydekkerianus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lorisiformes" NA "Lorisidae" NA "Loris" NA
"Nomascus_leucogenys" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Hylobatidae" NA "Nomascus" NA
"Nycticebus_bengalensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lorisiformes" NA "Lorisidae" NA "Nycticebus" NA
"Prolemur_simus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Lemuridae" NA "Prolemur" NA
"Mesoplodon_densirostris" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Ziphiidae" NA "Mesoplodon" NA
"Micronycteris_megalotis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Phyllostominae" NA "Micronycteris" NA
"Anoura_caudifer" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Glossophaginae" NA "Anoura" NA
"Brachyphylla_cavernarum" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Brachyphyllinae" NA "Brachyphylla" NA
"Carollia_perspicillata" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Carolliinae" NA "Carollia" NA
"Desmodus_rotundus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Desmodontinae" NA "Desmodus" NA
"Lophostoma_silvicolum" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Phyllostominae" NA "Lophostoma" NA
"Rhinophylla_pumilio" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Carolliinae" NA "Rhinophylla" NA
"Sturnira_tildae" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Stenodermatinae" NA "Sturnira" NA
"Tonatia_saurophila" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Phyllostominae" NA "Tonatia" NA
"Vampyrum_spectrum" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Phyllostominae" NA "Vampyrum" NA
"Tursiops_australis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Delphinidae" NA "Tursiops" NA
"Panthera_onca" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Pantherinae" NA "Panthera" NA
"Homo_heidelbergensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Hominidae" NA "Homo" NA
"Pteropus_alecto" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Pteropodinae" NA "Pteropus" NA
"Mustela_kathiah" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Mustelinae" NA "Mustela" NA
"Mesoplodon_grayi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Ziphiidae" NA "Mesoplodon" NA
"Orcinus_orca" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Delphinidae" NA "Orcinus" NA
"Tarsius_lariang" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Tarsiiformes" NA "Tarsiidae" NA "Tarsius" NA
"Tarsius_dentatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Tarsiiformes" NA "Tarsiidae" NA "Tarsius" NA
"Tarsius_wallacei" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Tarsiiformes" NA "Tarsiidae" NA "Tarsius" NA
"Genetta_servalina" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Viverridae" NA "Viverrinae" NA "Genetta" NA
"Prionodon_pardicolor" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Viverridae" NA "Prionodontinae" NA "Prionodon" NA
"Giraffa_camelopardalis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Giraffidae" NA "Giraffa" NA
"Mustela_nigripes" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Mustelinae" NA "Mustela" NA
"Viverricula_indica" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Viverridae" NA "Viverrinae" NA "Viverricula" NA
"Mustela_erminea" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Mustelinae" NA "Mustela" NA
"Propithecus_diadema" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Indriidae" NA "Propithecus" NA
"Varecia_variegata" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Lemuridae" NA "Varecia" NA
"Propithecus_edwardsi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Indriidae" NA "Propithecus" NA
"Megaladapis_edwardsi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Lepilemuridae" NA "Megaladapis" NA
"Palaeopropithecus_ingens" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Paleopropithecidae" NA "Palaeopropithecus" NA
"Indri_indri" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Indriidae" NA "Indri" NA
"Eulemur_rubriventer" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Lemuridae" NA "Eulemur" NA
"Neophocaena_asiaeorientalis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Phocoenidae" NA "Neophocaena" NA
"Rhinolophus_macrotis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Rhinolophidae" NA "Rhinolophinae" NA "Rhinolophus" NA
"Cynopterus_brachyotis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Pteropodinae" NA "Cynopterus" NA
"Pteropus_vampyrus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Pteropodinae" NA "Pteropus" NA
"Lynx_lynx" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Lynx" NA
"Catopuma_temminckii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Catopuma" NA
"Mesoplodon_ginkgodens" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Ziphiidae" NA "Mesoplodon" NA
"Propithecus_tattersalli" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Indriidae" NA "Propithecus" NA
"Fukomys_damarensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Bathyergidae" NA "Fukomys" NA
"Mungotictis_decemlineata" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Eupleridae" NA "Galidiinae" NA "Mungotictis" NA
"Mustela_eversmannii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Mustelinae" NA "Mustela" NA
"Propithecus_verreauxi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Indriidae" NA "Propithecus" NA
"Profelis_aurata" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Profelis" NA
"Catopuma_badia" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Catopuma" NA
"Prionailurus_bengalensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Prionailurus" NA
"Panthera_leo" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Pantherinae" NA "Panthera" NA
"Pardofelis_marmorata" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Pantherinae" NA "Pardofelis" NA
"Prionailurus_rubiginosus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Prionailurus" NA
"Prionailurus_viverrinus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Prionailurus" NA
"Caracal_caracal" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Caracal" NA
"Felis_chaus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Felis" NA
"Felis_margarita" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Felis" NA
"Felis_nigripes" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Felis" NA
"Felis_silvestris" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Felis" NA
"Puma_yagouaroundi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Puma" NA
"Prionailurus_planiceps" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Prionailurus" NA
"Lynx_canadensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Lynx" NA
"Leopardus_colocolo" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Leopardus" NA
"Leopardus_pardalis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Leopardus" NA
"Leptailurus_serval" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Leptailurus" NA
"Leopardus_tigrinus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Leopardus" NA
"Leopardus_wiedii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Leopardus" NA
"Lynx_pardinus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Lynx" NA
"Leopardus_geoffroyi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Leopardus" NA
"Leopardus_guigna" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Leopardus" NA
"Leopardus_jacobita" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Leopardus" NA
"Otocolobus_manul" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Felidae" NA "Felinae" NA "Otocolobus" NA
"Rhinolophus_rex" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Rhinolophidae" NA "Rhinolophinae" NA "Rhinolophus" NA
