Species,Class,Taxonomy,NeutralA,NeutralT,NeutralG,NeutralC,FrA,FrT,FrG,FrC,Phenotype
Synthliboramphus_antiquus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Alcidae_Synthliboramphus,813,325,58,695,0.42993125330513,0.171866737176097,0.0306716023268112,0.367530407191962,,"DI"
Synthliboramphus_wumizusume,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Alcidae_Synthliboramphus,812,328,67,699,0.426023084994753,0.17208814270724,0.0351521511017838,0.366736621196222,,"DI"
Syrmaticus_ellioti,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Syrmaticus,802,337,64,744,0.411915767847971,0.173086800205444,0.0328710837185413,0.382126348228043,,"TROPIC"
Tachycineta_albilinea,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Hirundinidae_Tachycineta,804,199,92,810,0.422047244094488,0.104461942257218,0.0482939632545932,0.425196850393701,,"AI"
Tachycineta_albiventer,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Hirundinidae_Tachycineta,820,209,72,810,0.429094714809001,0.109366823652538,0.0376766091051805,0.423861852433281,,"AI"
Tachycineta_bicolor,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Hirundinidae_Tachycineta,832,216,75,794,0.434011476264997,0.112676056338028,0.0391236306729265,0.414188836724048,,"AI"
Tachycineta_cyaneoviridis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Hirundinidae_Tachycineta,832,232,82,750,0.438818565400844,0.122362869198312,0.0432489451476793,0.395569620253165,,"AI"
Tachycineta_euchrysea,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Hirundinidae_Tachycineta,817,208,73,795,0.431590068674062,0.109878499735869,0.0385631273111463,0.419968304278922,,"AI"
Tachycineta_leucorrhoa,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Hirundinidae_Tachycineta,821,203,77,803,0.431197478991597,0.106617647058824,0.0404411764705882,0.421743697478992,,"AI"
Tachycineta_meyeni,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Hirundinidae_Tachycineta,815,197,71,818,0.42872172540768,0.103629668595476,0.0373487638085218,0.430299842188322,,"AI"
Tachycineta_stolzmanni,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Hirundinidae_Tachycineta,794,234,95,788,0.41548927263213,0.122448979591837,0.0497121925693354,0.412349555206698,,"AI"
Tachycineta_thalassina,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Hirundinidae_Tachycineta,809,232,95,785,0.421134825611661,0.120770432066632,0.0494534096824571,0.40864133263925,,"AI"
Tadorna_ferruginea,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Anseriformes_Anatidae_Tadorna,790,172,154,843,0.40326697294538,0.0877998979070955,0.0786115364982134,0.430321592649311,,"FM"
Tetraogallus_himalayensis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Perdicinae_Tetraogallus,804,246,86,843,0.406265790803436,0.124305204648813,0.0434562910560889,0.425972713491662,,"WI"
Tetraogallus_himalayensis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Perdicinae_Tetraogallus,804,246,86,843,0.406265790803436,0.124305204648813,0.0434562910560889,0.425972713491662,,"HI"
Tetraogallus_tibetanus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Perdicinae_Tetraogallus,807,254,80,830,0.409436834094368,0.128868594622019,0.0405885337392187,0.421106037544394,,"HI"
Tetraogallus_tibetanus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Perdicinae_Tetraogallus,807,254,80,830,0.409436834094368,0.128868594622019,0.0405885337392187,0.421106037544394,,"WI"
Tetraophasis_obscurus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Perdicinae_Tetraophasis,800,269,65,808,0.411946446961895,0.138516992790937,0.033470648815654,0.416065911431514,,"HI"
Tetraophasis_szechenyii,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Perdicinae_Tetraophasis,797,266,75,810,0.409137577002053,0.136550308008214,0.0385010266940452,0.415811088295688,,"HI"
Tetrastes_bonasia,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Tetraoninae_Tetrastes,807,352,71,729,0.411944869831547,0.179683511995916,0.0362429811128127,0.372128637059724,,"WI"
Tetrastes_sewerzowi,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Tetraoninae_Tetrastes,794,362,67,739,0.404689092762487,0.184505606523955,0.0341488277268094,0.376656472986748,,"HI"
Tinamus_guttatus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Tinamiformes_Tinamidae_Tinamus,737,404,52,681,0.393276414087513,0.215581643543223,0.0277481323372465,0.363393810032017,,"NF"
Tinamus_major,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Tinamiformes_Tinamidae_Tinamus,737,401,61,688,0.390567037625861,0.21250662427133,0.03232644409115,0.364599894011659,,"NF"
Tragopan_caboti,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Tragopan,818,275,90,775,0.417773237997957,0.140449438202247,0.0459652706843718,0.395812053115424,,"TROPIC"
Tregellasia_leucops,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Petroicidae_Tregellasia,799,247,134,767,0.410374935798665,0.126861838726246,0.0688238315356959,0.393939393939394,,"TROPIC"
Tringa_erythropus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Scolopacidae_Tringa,834,299,45,689,0.446705945366899,0.160149973219068,0.0241028387787895,0.369041242635244,,"FM"
Trogon_viridis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Trogoniformes_Trogonidae_Trogon,825,401,83,594,0.433526011560694,0.210719915922228,0.0436153441933789,0.312138728323699,,"TROPIC"
Turdus_eunomus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Turdidae_Turdus,764,229,109,853,0.39079283887468,0.117135549872123,0.0557544757033248,0.436317135549872,,"FM"
Turdus_hortulorum,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Turdidae_Turdus,739,220,123,863,0.379948586118252,0.113110539845758,0.0632390745501285,0.443701799485861,,"FM"
Urocissa_erythrorhyncha,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Urocissa,851,296,89,635,0.454836985569214,0.15820416889364,0.0475681453768039,0.339390700160342,,"TROPIC"
Vanellus_cinereus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Charadriidae_Vanellus,821,245,63,744,0.438334223171383,0.130806193272824,0.0336358782701548,0.397223705285638,,"FM"
Vidua_chalybeata,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Estrildidae_Viduinae_Vidua,937,197,107,641,0.497874601487779,0.104675876726886,0.0568544102019129,0.340595111583422,,"TROPIC"
Xanthopsar_flavus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Icteridae_Xanthopsar,799,260,90,791,0.411855670103093,0.134020618556701,0.0463917525773196,0.407731958762887,,"TROPIC"
Zosterops_erythropleurus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Zosteropidae_Zosterops,856,316,68,663,0.449816079873883,0.166053599579611,0.0357330530740935,0.348397267472412,,"FM"
