Species Class
2153 Foudia_aldabrana Aves
2154 Foudia_madagascariensis Aves
2155 Eopsaltria_georgiana Aves
2156 Petroica_boodang Aves
2157 Petroica_goodenovii Aves
2158 Petroica_macrocephala Aves
2159 Petroica_phoenicea Aves
2160 Tregellasia_capito Aves
2161 Tregellasia_leucops Aves
2162 Phylloscopus_cebuensis Aves
2163 Phylloscopus_trivirgatus Aves
2164 Alophoixus_pallidus Aves
2165 Iole_propinqua Aves
2166 Pycnonotus_barbatus Aves
2167 Pycnonotus_plumosus Aves
2168 Pycnonotus_sinensis Aves
2169 Pycnonotus_taivanus Aves
2170 Pycnonotus_urostictus Aves
2171 Rhipidura_cyaniceps Aves
2172 Rhipidura_superciliaris Aves
2173 Sitta_carolinensis Aves
2174 Acridotheres_cristatellus Aves
2175 Gracula_religiosa Aves
2176 Sturnus_vulgaris Aves
2177 Acrocephalus_scirpaceus Aves
2178 Bradypterus_graueri Aves
2179 Locustella_certhiola Aves
2180 Locustella_ochotensis Aves
2181 Nesillas_typica Aves
2182 Sylvia_atricapilla Aves
2183 Loxigilla_violacea Aves
2184 Iridosornis_analis Aves
2185 Catharus_frantzii Aves
2186 Monticola_sharpei Aves
2187 Monticola_solitarius Aves
2188 Myadestes_occidentalis Aves
2189 Stiphrornis_erythrothorax Aves
2190 Turdus_ignobilis Aves
2191 Turdus_merula Aves
2192 Turdus_philomelos Aves
2193 Turdus_poliocephalus Aves
2194 Cnemotriccus_fuscatus Aves
2195 Elaenia_flavogaster Aves
2196 Empidonax_difficilis Aves
2197 Leptopogon_superciliaris Aves
2198 Mionectes_macconnelli Aves
2199 Myiarchus_ferox Aves
2200 Myiarchus_swainsoni Aves
2201 Zosterops_capensis Aves
2202 Zosterops_flavifrons Aves
2203 Zosterops_lateralis Aves
2204 Zosterops_luteus Aves
2205 Zosterops_maderaspatanus Aves
2206 Zosterops_montanus Aves
2207 Zosterops_pallidus Aves
2208 Platalea_minor Aves
2209 Campethera_caroli Aves
2210 Campethera_nivosa Aves
2211 Celeus_elegans Aves
2212 Celeus_flavus Aves
2213 Dendrocopos_major Aves
2214 Picoides_pubescens Aves
2215 Picus_viridis Aves
2216 Sasia_ochracea Aves
2217 Pteroglossus_inscriptus Aves
2218 Ara_ararauna Aves
2219 Ara_militaris Aves
2220 Melopsittacus_undulatus Aves
2221 Bubo_virginianus Aves
2222 Ninox_novaeseelandiae Aves
2223 Archilochus_colubris Aves
2224 Chrysolampis_mosquitus Aves
2225 Coeligena_coeligena Aves
2226 Coeligena_torquata Aves
2227 Florisuga_mellivora Aves
2228 Metallura_tyrianthina Aves
2229 Phaethornis_striigularis Aves
2230 Trogon_collaris Aves
2231 Trogon_rufus Aves
2232 Trogon_violaceus Aves
2233 Trogon_viridis Aves
2234 Apteryx_australis Aves
2235 Dromaius_novaehollandiae Aves
2236 Malaclemys_terrapin Reptilia
2237 Cuora_bourreti Reptilia
2238 Platemys_platycephala Reptilia
2239 Cnemaspis_limi Reptilia
2240 Cnemaspis_peninsularis Reptilia
2241 Gekko_chinensis Reptilia
2242 Gekko_vittatus Reptilia
2243 Hemidactylus_frenatus Reptilia
2244 Lepidodactylus_lugubris Reptilia
2245 Paroedura_picta Reptilia
2246 Uroplatus_ebenaui Reptilia
2247 Rhacodactylus_auriculatus Reptilia
2248 Geocalamus_acutus Reptilia
2249 Bipes_biporus Reptilia
2250 Blanus_cinereus Reptilia
2251 Lacerta_viridis Reptilia
2252 Anguis_cephallonica Reptilia
2253 Anguis_fragilis Reptilia
2254 Barisia_imbricata Reptilia
2255 Gerrhonotus_infernalis Reptilia
2256 Anniella_pulchra Reptilia
2257 Heloderma_suspectum Reptilia
2258 Varanus_cumingi Reptilia
2259 Varanus_gouldii Reptilia
2260 Varanus_niloticus Reptilia
2261 Varanus_nuchalis Reptilia
2262 Varanus_salvator Reptilia
2263 Varanus_varius Reptilia
2264 Phrynocephalus_helioscopus Reptilia
2265 Phrynocephalus_mystaceus Reptilia
2266 Phrynocephalus_przewalskii Reptilia
2267 Phrynocephalus_versicolor Reptilia
2268 Pseudotrapelus_sinaitus Reptilia
2269 Chlamydosaurus_kingii Reptilia
2270 Lophognathus_gilberti Reptilia
2271 Tympanocryptis_cephalus Reptilia
2272 Tympanocryptis_tetraporophora Reptilia
2273 Bronchocela_cristatella Reptilia
2274 Calotes_versicolor Reptilia
2275 Brookesia_decaryi Reptilia
2276 Chamaeleo_africanus Reptilia
2277 Chamaeleo_dilepis Reptilia
2278 Furcifer_oustaleti Reptilia
2279 Kinyongia_fischeri Reptilia
2280 Anolis_allisoni Reptilia
2281 Anolis_allogus Reptilia
2282 Anolis_carolinensis Reptilia
2283 Anolis_homolechis Reptilia
2284 Anolis_jubar Reptilia
2285 Anolis_porcatus Reptilia
2286 Anolis_sagrei Reptilia
2287 Crotaphytus_bicinctores Reptilia
2288 Crotaphytus_collaris Reptilia
2289 Crotaphytus_nebrius Reptilia
2290 Crotaphytus_vestigium Reptilia
2291 Gambelia_sila Reptilia
2292 Gambelia_wislizenii Reptilia
2293 Chalarodon_madagascariensis Reptilia
2294 Oplurus_cuvieri Reptilia
2295 Oplurus_grandidieri Reptilia
2296 Leiocephalus_personatus Reptilia
2297 Callisaurus_draconoides Reptilia
2298 Sceloporus_aeneus Reptilia
2299 Sceloporus_bicanthalis Reptilia
2300 Sceloporus_cowlesi Reptilia
2301 Sceloporus_occidentalis Reptilia
2302 Sceloporus_scalaris Reptilia
2303 Sceloporus_slevini Reptilia
2304 Sceloporus_tristichus Reptilia
2305 Sceloporus_undulatus Reptilia
2306 Urosaurus_nigricaudus Reptilia
2307 Polychrus_marmoratus Reptilia
2308 Pituophis_catenifer Reptilia
2309 Pituophis_deppei Reptilia
2310 Pituophis_lineaticollis Reptilia
2311 Nerodia_fasciata Reptilia
2312 Nerodia_sipedon Reptilia
2313 Thamnophis_rufipunctatus Reptilia
2314 Hypsiglena_unaocularus Reptilia
2315 Thermophis_zhaoermii Reptilia
2316 Crotalus_aquilus Reptilia
2317 Crotalus_cerberus Reptilia
2318 Crotalus_lepidus Reptilia
2319 Crotalus_oreganus Reptilia
2320 Crotalus_pricei Reptilia
2321 Crotalus_ravus Reptilia
2322 Crotalus_triseriatus Reptilia
2323 Deinagkistrodon_acutus Reptilia
2324 Protobothrops_cornutus Reptilia
2325 Protobothrops_tokarensis Reptilia
2326 Sistrurus_catenatus Reptilia
2327 Xerotyphlops_vermicularis Reptilia
2328 Eutropis_multicarinata Reptilia
2329 Eutropis_multifasciata Reptilia
2330 Brachymeles_bonitae Reptilia
2331 Brachymeles_boulengeri Reptilia
2332 Brachymeles_gracilis Reptilia
2333 Brachymeles_schadenbergi Reptilia
2334 Plestiodon_brevirostris Reptilia
2335 Plestiodon_chinensis Reptilia
2336 Plestiodon_elegans Reptilia
2337 Plestiodon_marginatus Reptilia
2338 Plestiodon_stimpsonii Reptilia
2339 Parvoscincus_jimmymcguirei Reptilia
2340 Discoglossus_galganoi Amphibia
2341 Eupsophus_calcaratus Amphibia
2342 Ansonia_muelleri Amphibia
2343 Duttaphrynus_melanostictus Amphibia
2344 Thoropa_miliaris Amphibia
2345 Dendropsophus_reticulatus Amphibia
2346 Hyla_meridionalis Amphibia
2347 Osteocephalus_buckleyi Amphibia
2348 Osteocephalus_taurinus Amphibia
2349 Crinia_georgiana Amphibia
2350 Nanorana_quadranus Amphibia
2351 Nanorana_taihangnica Amphibia
2352 Nanorana_sichuanensis Amphibia
2353 Mantidactylus_femoralis Amphibia
2354 Mantidactylus_majori Amphibia
2355 Amolops_wuyiensis Amphibia
2356 Odorrana_graminea Amphibia
2357 Odorrana_margaretae Amphibia
2358 Odorrana_morafkai Amphibia
2359 Odorrana_schmackeri Amphibia
2360 Rana_yavapaiensis Amphibia
2361 Rana_amurensis Amphibia
2362 Batrachuperus_pinchonii Amphibia
2363 Batrachuperus_yenyuanensis Amphibia
2364 Eurycea_bislineata Amphibia
2365 Eurycea_chamberlaini Amphibia
2366 Eurycea_quadridigitata Amphibia
2367 Eurycea_wilderae Amphibia
2368 Gyrinophilus_porphyriticus Amphibia
2369 Desmognathus_fuscus Amphibia
2370 Desmognathus_wrighti Amphibia
2371 Plethodon_albagula Amphibia
2372 Plethodon_cinereus Amphibia
2373 Plethodon_elongatus Amphibia
2374 Plethodon_metcalfi Amphibia
2375 Plethodon_stormi Amphibia
2376 Lissotriton_italicus Amphibia
2377 Lissotriton_vulgaris Amphibia
2378 Paramesotriton_hongkongensis Amphibia
2379 Triturus_carnifex Amphibia
2380 Triturus_cristatus Amphibia
2381 Triturus_dobrogicus Amphibia
2382 Triturus_karelinii Amphibia
2383 Triturus_marmoratus Amphibia
2384 Tylototriton_kweichowensis Amphibia
2385 Tylototriton_shanjing Amphibia
2386 Tylototriton_taliangensis Amphibia
2387 Tylototriton_verrucosus Amphibia
2388 Tylototriton_wenxianensis Amphibia
